textbook ID,학년,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
802,중2,능률(양),2015,3,"Go, Team!",형용사를 수식하는 enough,Alex was talented enough for the local varsity team.,알렉스는 지역 대표팀에 충분히 재능이 있었습니다.,She is brave enough to try a new strategy. The junior players are eager enough to learn from experienced coaches.,그녀는 새로운 전략을 시도하기에 충분히 용감합니다. 주니어 선수들은 경험 많은 코치에게서 배우기에 충분히 열정적입니다.
802,중2,능률(양),2015,4,Natural Weather Forecasters,목적과 의도의 ‘so that ~’,The birds migrate so that they can find warm weather.,새들은 따뜻한 날씨를 찾기 위해 철새길을 따라 이동합니다.,The birds fly south so that they can escape the cold weather. The sun shines bright so that the day feels warm.,새들은 추운 날씨를 피하기 위해 남쪽으로 날아갑니다. 태양이 밝게 빛나서 하루가 따뜻하게 느껴집니다.
802,중2,능률(양),2015,5,How Healthy Are Your Habits?,had better (not) ... You’d better follow the guidelines.,You had better eat fruits every day for a stronger body.,더 튼튼한 몸을 위해 매일 과일을 먹는 게 좋겠어요.,You’d better sleep early to feel energetic in the morning. You had better drink lots of water during the day.,아침에 활기차게 일어나려면 일찍 자는 게 좋겠어요. 낮에는 물을 많이 마시는 게 좋겠어요.
802,중2,능률(양),2015,6,Jobs Then and Now,도치 구문,Rarely do we find jobs as secure as these.,이런 안전한 직업을 찾는 일은 드뭅니다.,Never have I seen work change so much. Only nowadays do people choose flexible careers.,이토록 많은 변화가 있는 일을 본 적이 없습니다. 오직 요즘에 사람들만이 유연한 직업을 선택합니다.
802,중2,능률(양),2015,7,Korean Wave Around the World,강한 추측의 조동사 must,You must try experiencing a new Korean dish.,너는 새로운 한국 요리를 꼭 경험해봐야 해.,She must attend a live K-pop performance. They must explore diverse Korean cultural events.,그녀는 라이브 K-pop 공연에 꼭 참석해야 해. 그들은 다양한 한국 문화 행사를 꼭 탐방해야 해.
802,중2,능률(양),2015,8,"Beautiful Words, Better World",a few / few + 복수명사,There were a few books left on the shelf.,책장이에 몇 권의 책이 남아 있었습니다.,There were few cars parked near the school. There were a few birds singing in the morning.,학교 근처에 차량이 거의 없었습니다. 아침에 몇몇 새들이 노래하고 있었습니다.
803,중2,동아(윤),2015,1,My Happy Everyday Life,both A and B,Both my sister and I enjoy having breakfast together.,나와 내 여동생은 함께 아침 식사를 즐깁니다.,Both my mom and I go to the market every weekend. Both my friend and I play in the park after school.,엄마와 저는 매주 주말에 시장에 갑니다. 친구와 저는 방과 후 공원에서 놀아요.
803,중2,동아(윤),2015,2,Enjoying Local Culture,to부정사의 부사적 용법,We have to taste many local dishes to join a festival.,우리는 축제에 참가하기 위해 다양한 지역 음식을 맛봐야 합니다.,They have to visit art galleries to appreciate local talents. We have to explore traditional villages to experience rich heritage.,그들은 지역 예술가들의 재능을 감상하기 위해 미술관을 방문해야 합니다. 우리는 풍부한 유산을 체험하기 위해 전통 마을을 탐방해야 합니다.
803,중2,동아(윤),2015,3,Ideas for Saving the Earth,want＋목적어＋to부정사,I want my friends to explore smart recycling methods.,나는 내 친구들이 똑똑한 재활용 방법을 탐구하기를 원합니다.,She wants her family to reduce plastic use. They want their school to promote eco-friendly habits.,그녀는 가족이 플라스틱 사용을 줄이기를 원합니다. 그들은 학교가 친환경 습관을 장려하기를 원합니다.
803,중2,동아(윤),2015,4,The Amazing World of Animals,접속사 if,"If you love animals, you will discover incredible beauty.","만약 동물을 사랑한다면, 믿을 수 없는 아름다움을 발견할 것입니다.","If you take care of animals, they become your best companions. If you explore nature, you will meet extraordinary creatures.","만약 동물을 돌본다면, 그들은 당신의 가장 소중한 동반자가 될 거예요. 만약 자연을 탐험한다면, 놀라운 생명체들을 만나게 될 거예요."
803,중2,동아(윤),2015,5,Living Healthily and Safely,call A B,We call pedestrians who use their phones while walking 'smombies'.,우리는 걷는 동안 휴대폰을 사용하는 보행자를 '스모비'라고 부릅니다.,We call drivers who ignore traffic signals 'reckless'. We call cyclists who do not wear helmets 'careless'.,우리는 신호를 무시하는 운전자를 '무모하다'고 부릅니다. 우리는 헬멧을 쓰지 않는 자전거 이용자를 '부주의하다'고 부릅니다.
803,중2,동아(윤),2015,6,"Different People, Different Views",so ~ that ...,The lecture was so engaging that every student took notes carefully.,강의가 너무 흥미로워서 모든 학생들이 열심히 필기를 했습니다.,The play was so dramatic that the audience was deeply moved. The discussion was so lively that everyone shared their opinions.,연극이 너무 극적이어서 관객들이 깊이 감동했습니다. 토론이 너무 활발해서 모두가 자신의 의견을 나눴습니다.
803,중2,동아(윤),2015,7,Life in Space,It ~ to부정사,It's challenging to experience zero gravity.,무중력 상태를 경험하는 것은 도전적입니다.,It's amazing to see distant galaxies. It's exciting to explore new planets.,먼 은하수를 보는 것은 놀랍습니다. 새로운 행성을 탐험하는 것은 신납니다.
803,중2,동아(윤),2015,8,Pride of Korea,because of 구문: ~때문에,Our community grew stronger because of our traditional art.,우리 공동체는 전통 예술 덕분에 더 강해졌습니다.,People admired the festival because of its beauty. Schools highlight history because of its importance.,사람들은 그 축제의 아름다움 때문에 감탄했습니다. 학교들은 그 중요성 때문에 역사를 강조합니다.
804,중2,동아(이),2015,1,Can We Talk?,"명령문, and/or","Speak up, or your message will get lost.","크게 말하세요, 그렇지 않으면 당신의 메시지가 전달되지 않을 거예요.","Ask a question, or the conversation may stop. Start a new topic, or interest will fade.","질문을 해 보세요, 그렇지 않으면 대화가 멈출 수 있습니다. 새로운 주제를 시작하세요, 그렇지 않으면 관심이 사라질 거예요."
804,중2,동아(이),2015,2,Close to You,ask + 목적어 + to부정사,I asked my teacher to explain the grammar.,나는 선생님에게 문법 설명을 부탁했습니다.,They asked the librarian to find a quiet corner. She asked her friend to join the study group.,그들은 사서에게 조용한 구석을 찾아달라고 부탁했습니다. 그녀는 친구에게 스터디 그룹에 함께 하자고 부탁했습니다.
804,중2,동아(이),2015,3,The Music Goes,접속사 if,"If you listen to the chords, you will appreciate the harmony.","만약 당신이 화음을 듣는다면, 음악의 조화를 감상할 것입니다.","If you sing along, you will enjoy the performance. If you play an instrument, you will feel the rhythm.","만약 당신이 함께 노래한다면, 공연을 즐길 것입니다. 만약 악기를 연주한다면, 리듬을 느낄 것입니다."
804,중2,동아(이),2015,4,Go for It!,최상급,My library is the quietest place in our town.,우리 동네에서 내 도서관이 가장 조용한 곳입니다.,Her study corner is the brightest spot in her home. This cafe offers the tastiest coffee in the area.,그녀의 공부 공간은 집에서 가장 밝은 구석입니다. 이 카페는 주변에서 가장 맛있는 커피를 제공합니다.
804,중2,동아(이),2015,5,"Come One, Come",지각동사,You can hear a pianist playing soft tunes in the hall.,당신은 홀에서 부드러운 곡을 연주하는 피아니스트의 소리를 들을 수 있습니다.,He can hear the singer rehearsing backstage. They can hear a guitar strum during the break.,그는 무대 뒤에서 리허설하는 가수의 소리를 들을 수 있습니다. 그들은 쉬는 시간에 기타 소리를 들을 수 있습니다.
804,중2,동아(이),2015,6,Into Outer Space,접속사 although,"Although I love space adventures, I have not visited any observatories.","비록 우주 모험을 좋아하지만, 나는 어떤 관측소도 방문한 적이 없습니다.","Although stars shine brightly, the planets remain far away. Although astronauts train hard, few have explored space.","비록 별들이 밝게 빛나지만, 행성들은 멀리 있습니다. 비록 우주비행사들이 열심히 훈련하지만, 우주를 탐험한 사람은 거의 없습니다."
804,중2,동아(이),2015,7,Can I Trust It?,목적격 관계대명사,This device is the gadget which my friend recommended.,이 기기는 내 친구가 추천한 제품입니다.,That review is the opinion which changed my mind. The article is the report which caused doubts.,그 리뷰는 내 마음을 바꾼 의견입니다. 그 기사는 의심을 일으킨 보고서입니다.
804,중2,동아(이),2015,8,Be Like Sherlock!,간접의문문,Could you let me know where you found the evidence?,증거를 어디서 찾았는지 알려줄 수 있나요?,Could you explain what made you suspicious of him? Could you tell me how he solved the case?,왜 그를 의심하게 되었는지 설명해줄 수 있나요? 그가 어떻게 사건을 해결했는지 말해줄 수 있나요?
805,중2,비상,2015,1,Suit Your Taste!,동사+목적어+형용사,The song makes me joyful.,그 노래는 나를 기분 좋게 만듭니다.,The movie makes me excited. A sunny day makes us happy.,그 영화는 나를 신나게 만듭니다. 화창한 날이 우리를 행복하게 만듭니다.
805,중2,비상,2015,2,Half a World Away,동사+목적어+to부정사,We want our backpacks to look trendy.,우리는 우리의 백팩이 멋있게 보이길 원합니다.,She needs her shoes to be comfortable. They want their shirts to be bright.,그녀는 신발이 편하길 바랍니다. 그들은 셔츠가 밝게 보이길 원합니다.
805,중2,비상,2015,3,"I Wonder Why, I Wonder How",to부정사의 형용사적 용법,She has the determination to improve every day.,그녀는 매일 발전할 결심을 가지고 있습니다.,They have the capability to solve problems. We have the potential to achieve success.,그들은 문제를 해결할 능력을 가지고 있습니다. 우리는 성공할 잠재력을 가지고 있습니다.
805,중2,비상,2015,4,Your Only Limit Is You,지각동사,Anna hears the singer performing on stage.,안나는 무대에서 공연하는 가수를 듣습니다.,Tom saw his friend reading a book. Maria noticed a boy riding his bike.,톰은 친구가 책을 읽는 것을 보았습니다. 마리아는 소년이 자전거를 타는 것을 알아챘습니다.
805,중2,비상,2015,5,Explore Your Feelings!,목적격 관계대명사,I believe there is a secret that we have yet to uncover.,나는 우리가 아직 밝혀내지 못한 비밀이 있다고 믿어요.,She discovered a place that nobody expected. He met a friend that truly understands him.,그녀는 아무도 예상하지 못한 장소를 발견했어요. 그는 자신을 진심으로 이해해주는 친구를 만났어요.
805,중2,비상,2015,6,Doors to the Wild,원급 비교,Her smile is as warm as sunshine.,그녀의 미소는 햇살처럼 따뜻합니다.,The forest is as mysterious as a secret. The night sky is as clear as crystal.,숲은 비밀처럼 신비롭습니다. 밤하늘은 수정처럼 맑습니다.
805,중2,비상,2015,7,Art around Us,간접의문문,Do you know where the art gallery is located?,미술 갤러리가 어디에 있는지 알고 있나요?,Do you know where the artist exhibits his work? Do you know where the new painting is displayed?,그 예술가가 작품을 전시하는 곳이 어디인지 알고 있나요? 새 그림이 전시되는 곳이 어디인지 알고 있나요?
805,중2,비상,2015,8,Changes Ahead,현재[과거] 분사,The grilled fish was delicious.,구운 생선이 맛있었어요.,He enjoyed the steamed dumplings yesterday. They ordered the roasted chicken for dinner.,그는 어제 찐만두를 즐겼어요. 그들은 저녁으로 구운 치킨을 주문했어요.
806,중2,천재(이),2015,1,Off to a Good Start,접속사 조건,"If it is sunny, I will ride my bike.","맑으면, 나는 자전거를 탈 거예요.","If it is cloudy, I will play soccer. If it is hot, I will drink lemonade.","흐리면, 나는 축구를 할 거예요. 더우면, 나는 레모네이드를 마실 거예요."
806,중2,천재(이),2015,2,Connecting with the World,의문사 + 부정사,I can't choose where to travel next.,나는 다음에 어디로 여행할지 결정할 수 없다.,I haven't decided which book to read today. I cannot decide who to invite to the party.,나는 오늘 어떤 책을 읽을지 아직 결정하지 못했다. 나는 파티에 누구를 초대할지 결정할 수 없다.
806,중2,천재(이),2015,3,"Healthy Life, Happy Life",형용사 역할을 하는 부정사 to,I need a smoothie to boost my energy.,나는 활력을 높이기 위해 스무디가 필요해.,She chose water to refresh herself. They picked a salad to keep fit.,그녀는 몸을 상쾌하게 하기 위해 물을 선택했습니다. 그들은 건강을 유지하기 위해 샐러드를 선택했습니다.
806,중2,천재(이),2015,4,"Earth, Our Only Home",원급 비교,This park is as green as a well-kept garden.,이 공원은 잘 가꿔진 정원만큼 푸릅니다.,The lake is as calm as a quiet afternoon. The field is as bright as a sunny day.,호수는 한가로운 오후만큼 잔잔합니다. 들판은 화창한 날만큼 밝습니다.
806,중2,천재(이),2015,5,Understanding Others,접속사 before/after,"Before he leaves for school, he completes his homework.",그가 학교에 가기 전에 숙제를 완료합니다.,"After the meeting, she reviews her notes. Before the class begins, they arrange their desks.","회의가 끝난 후, 그녀는 노트를 검토합니다. 수업이 시작되기 전에, 그들은 책상을 정리합니다."
806,중2,천재(이),2015,6,Near and Dear,부정사 too ~ to,The kid is too little to climb the fence.,그 아이는 너무 작아서 울타리를 오를 수 없습니다.,The puppy is too young to play in the yard. The student is too busy to join the game.,그 강아지는 너무 어려서 마당에서 놀 수 없습니다. 그 학생은 너무 바빠서 경기에 참여할 수 없습니다.
806,중2,천재(이),2015,7,A Life Full of Fun,명사를 꾸미는 분사,"Watching the sparkling fireworks, I felt pure joy.","반짝이는 불꽃놀이를 보며, 나는 순수한 기쁨을 느꼈어요.",Smiling children played in the park. Dancing stars lit up the night sky.,웃고 있는 아이들이 공원에서 놀았습니다. 춤추는 별들이 밤하늘을 밝게 비추었습니다.
806,중2,천재(이),2015,8,"Viva, South America",간접의문문,Can you tell me where the nearest restaurant is?,가장 가까운 식당이 어디 있는지 말해 줄 수 있나요?,Do you know when the bus will arrive? Please inform me how to reach the concert hall.,버스가 언제 도착하는지 아세요? 콘서트홀에 가는 방법을 알려 주세요.
807,중2,천재(정),2015,1,Time to Start Again,접속사 that  I think,I believe that I can change everything.,나는 모든 것을 바꿀 수 있다고 믿어요.,She thinks that hard work makes a difference. They believe that starting over is never too late.,그녀는 열심히 노력하는 것이 변화를 가져온다고 생각해요. 그들은 다시 시작하는 것이 결코 늦지 않았다고 믿어요.
807,중2,천재(정),2015,2,I Love My Town!,지각동사,I saw the fireworks burst above the town hall.,나는 시청 위에서 폭죽이 터지는 것을 보았습니다.,He heard the church bell toll in the evening. She watched the street musicians perform near the park.,그는 저녁에 교회 종소리를 들었습니다. 그녀는 공원 근처에서 거리 음악가들이 연주하는 것을 보았습니다.
807,중2,천재(정),2015,3,"Be Active, Be Safe!",접속사 though,"Though the children are not playing basketball, they seem excited.","아이들이 농구를 하지 않더라도, 그들은 신나 보여요.","Though she doesn't run every day, she stays healthy. Though they rarely join sports clubs, they enjoy physical activities.","그녀는 매일 뛰지 않더라도, 건강을 유지해요. 그들은 스포츠 클럽에 자주 가입하지 않더라도, 신체 활동을 즐겨요."
807,중2,천재(정),2015,4,Memories in Your Heart,관계대명사의 생략,It is a moment you cherish.,당신이 소중히 여기는 순간입니다.,It is a smile you treasure. It is a letter you keep close.,당신이 소중히 여기는 미소입니다. 당신이 가까이 간직하는 편지입니다.
807,중2,천재(정),2015,5,Shapes Around Us,형식 문장 형용사 보어,Rectangle decided to make the park brighter.,직사각형은 공원을 더 밝게 만들기로 결심했습니다.,Triangle decided to make the school cleaner. Rhombus decided to make the hallway quieter.,삼각형은 학교를 더 깨끗하게 만들기로 했습니다. 마름모는 복도를 더 조용하게 만들기로 했습니다.
807,중2,천재(정),2015,6,Love the Earth,수동태,The beach was cleaned by dedicated volunteers.,해변이 헌신적인 자원봉사자들에 의해 청소되었습니다.,The park was restored by community members. The forest was preserved by local groups.,공원이 지역 주민들에 의해 복원되었습니다. 숲이 지역 단체에 의해 보존되었습니다.
807,중2,천재(정),2015,7,A Step Inside the Culture,부정사,It is fascinating to discover traditional art firsthand.,전통 예술을 직접 경험하는 것은 매혹적입니다.,It is fun to try local food. It is important to visit cultural sites.,현지 음식을 시도하는 것은 재미있습니다. 문화 유적지를 방문하는 것은 중요합니다.
807,중2,천재(정),2015,8,Design for All,사역동사,What made him design that unique chair?,무엇이 그에게 그 독특한 의자를 디자인하게 했나요?,The architect had his team draw detailed blueprints. The artist let her assistants mix vibrant colors.,건축가는 그의 팀에게 자세한 도면을 그리게 했습니다. 예술가는 그녀의 조수에게 활기찬 색을 혼합하게 했습니다.
808,중2,YBM(박),2015,1,Manage Yourself!,접속사 ‘that’,I believe that planning my day well is essential.,나는 하루를 잘 계획하는 것이 필수적이라고 믿어요.,She believes that staying organized increases her confidence. They think that setting clear daily goals improves their progress.,그녀는 정리정돈을 잘하면 자신감이 높아진다고 믿어요. 그들은 매일 명확한 목표를 세우면 발전할 수 있다고 생각해요.
808,중2,YBM(박),2015,2,All about Safety,「as + 형용사/부사 + as」,I was as careful as my friend.,나는 내 친구만큼 조심했어요.,She is as alert as a guard. They feel as safe as in a fortress.,그녀는 경비원만큼 경계심이 강해요. 그들은 요새에 있는 것처럼 안전함을 느껴요.
808,중2,YBM(박),2015,3,Living a Healthy Life,조건절,"If you exercise and eat well, you will be stronger.","만약 운동하고 제대로 먹으면, 더 강해질 것입니다.","If you sleep early and stretch daily, you will feel energized. If you drink enough water, you will stay healthy.","일찍 자고 매일 스트레칭하면, 에너지가 넘칠 것입니다. 물을 충분히 마시면, 건강을 유지할 수 있습니다."
808,중2,YBM(박),2015,4,To Be a Global Citizen!,「something/anything/nothing + 형용사」,I did something extraordinary yesterday.,나는 어제 뭔가 대단한 일을 했어요.,He did nothing surprising at the party. We did something impressive in class.,그는 파티에서 아무것도 놀라운 일을 하지 않았어요. 우리는 수업에서 뭔가 인상적인 일을 했어요.
808,중2,YBM(박),2015,5,"Different Countries, Different Cultures",「so + 형용사/부사 + that + 주어 + 동사」 구문,The dish was so spicy that I had to drink water.,음식이 너무 매워서 물을 마셔야 했어요.,Their traditions are so unique that many people admire them. The music was so lively that everyone clapped.,그들의 전통은 너무 독특해서 많은 사람들이 감탄해요. 음악이 너무 신나서 모두 박수를 쳤어요.
808,중2,YBM(박),2015,6,Wonders of Nature,「not only + A + but also + B」 구문,Not only beautiful animals but also colorful plants attract tourists.,아름다운 동물뿐만 아니라 다채로운 식물도 관광객을 끌어들입니다.,Not only clear streams but also high mountains inspire awe. Not only vibrant skies but also deep forests offer mystery.,맑은 계곡뿐만 아니라 높은 산도 경이로움을 줍니다. 선명한 하늘뿐만 아니라 깊은 숲도 신비로움을 제공합니다.
808,중2,YBM(박),2015,7,Work on Your Dreams,목적격 관계대명사,I will become a leader whom people admire.,저는 사람들이 존경하는 리더가 될 것입니다.,He will become a teacher whom his students appreciate. She aims to be an engineer that her peers support.,그는 학생들이 감탄하는 선생님이 될 것입니다. 그녀는 동료들이 지지하는 엔지니어가 되고자 합니다.
808,중2,YBM(박),2015,8,Science Is Making Big Changes,조동사 ‘may’,Technology may change our jobs in unexpected ways.,기술은 예상치 못한 방식으로 우리의 직업을 변화시킬 수도 있습니다.,Robots may assist us in daily routines. Renewable energy may power entire cities.,로봇이 우리의 일상 생활을 도울 수도 있습니다. 재생 가능 에너지가 도시 전체를 움직일 수도 있습니다.
809,중2,YBM(송),2015,1,My Bucket List,to' 부정사의 부사적 용법,I plan to travel abroad to experience new cultures.,나는 새로운 문화를 경험하기 위해 해외여행을 계획합니다.,She started to learn coding to fulfill her dream. They saved money to buy a guitar for the music festival.,그녀는 꿈을 이루기 위해 코딩을 배우기 시작했습니다. 그들은 음악 축제를 위해 기타를 사기 위해 돈을 모았습니다.
809,중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,사역동사,Using a smartphone for hours makes my eyes feel sore and dry.,스마트폰을 몇 시간 사용하면 눈이 피로하고 건조해집니다.,Reading messages continuously makes my eyes get tired. Browsing social media on a smartphone causes my eyes to strain.,메시지를 계속 읽으면 눈이 피로해집니다. 스마트폰으로 소셜미디어를 둘러보면 눈이 긴장됩니다.
809,중2,YBM(송),2015,3,The School Club Activity Day,주격 관계대명사,Everyone who enjoys music can participate.,음악을 즐기는 사람은 누구나 참여할 수 있습니다.,Anyone who reads books can register. Anyone who writes stories can join.,책을 읽는 사람은 등록할 수 있습니다. 이야기를 쓰는 사람은 참여할 수 있습니다.
809,중2,YBM(송),2015,4,The Two Roads,접속사 'if',Can we find our way if we never explore?,우리가 탐험하지 않으면 길을 찾을 수 있을까요?,Will you succeed if you take the chance? We can learn new things if we ask questions.,네가 기회를 잡으면 성공할 수 있습니까? 우리가 질문하면 새로운 것을 배울 수 있습니다.
809,중2,YBM(송),2015,5,We Love Baseball,수동태,The positions were assigned by the team captain.,팀 주장이 포지션을 배정했습니다.,The uniforms were selected by the head coach. The strategy was planned by the manager.,감독에 의해 유니폼이 선택되었습니다. 매니저에 의해 전략이 계획되었습니다.
809,중2,YBM(송),2015,6,"New Places, New Experiences",목적격 관계대명사,It was from the local market that she bought fresh fruits.,그녀가 신선한 과일을 산 것은 지역 시장 때문이었습니다.,He visited the art gallery that inspired him. We enjoyed meals from the restaurant that cooked traditional food.,그는 영감을 받은 미술관을 방문했습니다. 우리는 전통 음식을 만든 식당에서 식사를 즐겼습니다.
809,중2,YBM(송),2015,7,Living in the AI World,가주어 'it',It is amazing to realize that machines can assist us.,기계들이 우리를 도울 수 있다는 것을 깨닫는 것이 놀랍습니다.,It is surprising that smart devices ease our daily tasks. It is hard to imagine that AI creates opportunities for everyone.,스마트 기기들이 우리의 일상 업무를 편하게 한다는 것이 놀랍습니다. AI가 모두에게 기회를 제공한다는 것을 상상하기 어렵습니다.
809,중2,YBM(송),2015,8,The Unknown Hero,"현재분사, 과거분사","Running along the quiet alleys, he uncovered a forgotten secret.","조용한 골목을 달리며, 그는 잊혀진 비밀을 밝혀냈습니다.","Walking through the busy street, he found a hidden door. Smiling at the new building, she enjoyed the repaired park.","분주한 거리를 걸으며, 그는 숨겨진 문을 발견했습니다. 새로 지은 건물에 미소 지으며, 그녀는 수리된 공원을 즐겼습니다."
809,중2,YBM(송),2015,9,Manners Make the Man,간접의문문,I wonder who will perform at the next event.,나는 다음 행사에서 누가 공연할지 궁금합니다.,He wants to know how to behave at a formal dinner. They asked what manners should be shown in public.,그는 정식 만찬에서 어떻게 행동해야 하는지 알고 싶어합니다. 그들은 공공장소에서 어떤 예의를 보여야 하는지 물었습니다.
