구분,voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,result_json,example_english,example_korean,단어 여부 검수,초등800 포함여부
초등800,10247,초4,2,case,"경우,사례",2,명사,10605,448,[kéis],"{'example_sentence_eng': 'This case is small.', 'example_sentence_kor': '이 경우는 작아요.'}",This case is small.,이 경우는 작아요.,TRUE,TRUE
초등800,10248,초4,2,case,상자,2,명사,1759,16760,[kéis],"{'example_sentence_eng': 'I have a case.', 'example_sentence_kor': '나는 상자가 있어요.'}",I have a case.,나는 상자가 있어요.,TRUE,TRUE
초등800,10249,초4,2,case,"판례,소송",2,명사,1444,20318,[kéis],"{'example_sentence_eng': 'I study a court case.', 'example_sentence_kor': '저는 판례를 공부해요.'}",I study a court case.,저는 판례를 공부해요.,TRUE,TRUE
초등800,10250,초4,2,case,"사건,사례",2,명사,16153,25594,[kéis],"{'example_sentence_eng': 'This case is a story.', 'example_sentence_kor': '이 사건은 이야기요.'}",This case is a story.,이 사건은 이야기요.,TRUE,TRUE
초등800,10251,초등,5,cash,현금,2,명사,3908,6390,[kǽʃ],"{'example_sentence_eng': 'I have cash.', 'example_sentence_kor': '나는 현금을 가지고 있어요.'}",I have cash.,나는 현금을 가지고 있어요.,TRUE,TRUE
초등800,10252,초등,5,casual,격식 없는,3,형용사,244,371,[kǽʒuəl],"{'example_sentence_eng': 'I wear casual clothes.', 'example_sentence_kor': '나는 격식 없는 옷을 입어요.'}",I wear casual clothes.,나는 격식 없는 옷을 입어요.,TRUE,TRUE
초등800,10253,초등,5,casual,평소에,3,형용사,2305,28592,[kǽʒuəl],"{'example_sentence_eng': 'I wear casual clothes.', 'example_sentence_kor': '나는 평소에 옷을 입어요.'}",I wear casual clothes.,나는 평소에 옷을 입어요.,TRUE,TRUE
초등800,10254,초3,1,cat,고양이,2,명사,337,537,[kǽt],"{'example_sentence_eng': 'The cat is cute.', 'example_sentence_kor': '고양이가 귀여워요.'}",The cat is cute.,고양이가 귀여워요.,TRUE,TRUE
초등800,10255,초3,1,catch,잡다,1,동사,10666,2665,[kǽʧ],"{'example_sentence_eng': 'I catch the ball.', 'example_sentence_kor': '나는 공을 잡아요.'}",I catch the ball.,나는 공을 잡아요.,TRUE,TRUE
초등800,10256,초3,1,catch,이해하다,1,동사,4101,19868,[kǽʧ],"{'example_sentence_eng': 'I catch what you say.', 'example_sentence_kor': '말씀을 이해해요.'}",I catch what you say.,말씀을 이해해요.,TRUE,TRUE
초등800,10257,초3,1,catch,(기차 등을) 타다,1,동사,7565,24201,[kǽʧ],"{'example_sentence_eng': 'I catch the train.', 'example_sentence_kor': '나는 기차를 타요.'}",I catch the train.,나는 기차를 타요.,TRUE,TRUE
초등800,10258,초3,1,catch,(병에) 걸리다,1,동사,427,25439,[kǽʧ],"{'example_sentence_eng': 'I catch a cold.', 'example_sentence_kor': '나는 감기에 걸리요.'}",I catch a cold.,나는 감기에 걸리요.,TRUE,TRUE
초등800,10259,초3,1,catch,(관심을)끌다,1,동사,12487,25595,[kǽʧ],"{'example_sentence_eng': 'The song catches attention.', 'example_sentence_kor': '노래가 관심을 끌어요.'}",The song catches attention.,노래가 관심을 끌어요.,TRUE,TRUE
초등800,10260,초3,1,catch,"잡은 것,어획량",2,명사,15876,30989,[kæʧ],"{'example_sentence_eng': 'The catch is big.', 'example_sentence_kor': '잡은 것이 커요.'}",The catch is big.,잡은 것이 커요.,TRUE,TRUE
초등800,10261,초5,3,center,중앙,2,명사,10728,5366,[séntər],"{'example_sentence_eng': 'Look at the center.', 'example_sentence_kor': '중앙을 봐요.'}",Look at the center.,중앙을 봐요.,TRUE,TRUE
초등800,10262,초5,3,center,회관,2,명사,12364,20780,[séntər],"{'example_sentence_eng': 'I go to the center.', 'example_sentence_kor': '나는 회관에 가요.'}",I go to the center.,나는 회관에 가요.,TRUE,TRUE
초등800,10263,초5,3,center,센터,2,명사,12364,25597,[séntər],"{'example_sentence_eng': 'We play at the center.', 'example_sentence_kor': '우리는 센터에서 놀아요.'}",We play at the center.,우리는 센터에서 놀아요.,TRUE,TRUE
초등800,10264,초등,5,certain,"확실한,특정한",3,형용사,3913,6503,[sə́:rtn],"{'example_sentence_eng': 'I want a certain toy.', 'example_sentence_kor': '나는 특정한 장난감을 원해요.'}",I want a certain toy.,나는 특정한 장난감을 원해요.,TRUE,TRUE
초등800,10265,초등,5,certain,특정한,3,형용사,16196,17069,[sə́:rtn],"{'example_sentence_eng': 'It is a certain book.', 'example_sentence_kor': '이것은 특정한 책이에요.'}",It is a certain book.,이것은 특정한 책이에요.,TRUE,TRUE
초등800,10266,초등,5,certain,약간의,3,형용사,9748,30640,[sə́ːrtn],"{'example_sentence_eng': 'I have certain candies.', 'example_sentence_kor': '저는 약간의 사탕이 있어요.'}",I have certain candies.,저는 약간의 사탕이 있어요.,TRUE,TRUE
초등800,10267,초등,5,certain,어떤,3,형용사,795,30647,[sə́ːrtn],"{'example_sentence_eng': 'I know a certain friend.', 'example_sentence_kor': '나는 어떤 친구를 알아요.'}",I know a certain friend.,나는 어떤 친구를 알아요.,TRUE,TRUE
초등800,10268,초3,1,chair,의자,2,명사,2708,4508,[ʧέər],"{'example_sentence_eng': 'I sit on the chair.', 'example_sentence_kor': '나는 의자에 앉아요.'}",I sit on the chair.,나는 의자에 앉아요.,TRUE,TRUE
초등800,10269,초3,1,chair,"회장,의장",2,명사,2709,19871,[ʧέər],"{'example_sentence_eng': 'The chair leads the club.', 'example_sentence_kor': '회장이 동아리를 이끌어요.'}",The chair leads the club.,회장이 동아리를 이끌어요.,TRUE,TRUE
초등800,10270,초등,5,chance,"기회,가능성",2,명사,9361,993,[ʧǽns],"{'example_sentence_eng': 'You have a chance.', 'example_sentence_kor': '너에게 기회가 있어요.'}",You have a chance.,너에게 기회가 있어요.,TRUE,TRUE
초등800,10271,초등,5,chance,가능성,2,명사,180,21485,[ʧǽns],"{'example_sentence_eng': 'I have a chance.', 'example_sentence_kor': '나는 가능성이 있어요.'}",I have a chance.,나는 가능성이 있어요.,TRUE,TRUE
초등800,10272,초등,5,change,잔돈,2,명사,5446,21486,[ʧéindʒ],"{'example_sentence_eng': 'I get change at store.', 'example_sentence_kor': '저는 가게에서 잔돈을 받아요.'}",I get change at store.,저는 가게에서 잔돈을 받아요.,TRUE,TRUE
초등800,10273,초등,5,change,"교체,변화,잔돈",2,명사,9498,25598,[ʧéindʒ],"{'example_sentence_eng': 'I have some change.', 'example_sentence_kor': '저는 잔돈이 있어요.'}",I have some change.,저는 잔돈이 있어요.,TRUE,TRUE
초등800,10274,초4,2,cheap,값싼,3,형용사,156,208,[ʧí:p],"{'example_sentence_eng': 'This toy is cheap.', 'example_sentence_kor': '이 장난감이 값싼요.'}",This toy is cheap.,이 장난감이 값싼요.,TRUE,TRUE
초등800,10275,초6,4,check,"점검하다,확인하다",1,동사,3045,5041,[ʧék],"{'example_sentence_eng': 'I check the door.', 'example_sentence_kor': '문을 확인해요.'}",I check the door.,문을 확인해요.,TRUE,TRUE
초등800,10276,초6,4,check,수표,2,명사,7214,24207,[ʧék],"{'example_sentence_eng': 'I have a check.', 'example_sentence_kor': '나는 수표가 있어요.'}",I have a check.,나는 수표가 있어요.,TRUE,TRUE
초등800,10277,초6,4,check,계산서,2,명사,3420,25600,[ʧék],"{'example_sentence_eng': 'I pay the check.', 'example_sentence_kor': '계산서를 내요.'}",I pay the check.,계산서를 내요.,TRUE,TRUE
초등800,10278,초3,1,cheese,치즈,2,명사,3506,5829,[ʧí:z],"{'example_sentence_eng': 'I eat cheese every day.', 'example_sentence_kor': '나는 매일 치즈를 먹어요.'}",I eat cheese every day.,나는 매일 치즈를 먹어요.,TRUE,TRUE
초등800,10279,초3,1,chicken,닭(고기),2,명사,1472,2390,[ʧíkən],"{'example_sentence_eng': 'I eat chicken.', 'example_sentence_kor': '나는 닭을 먹어요.'}",I eat chicken.,나는 닭을 먹어요.,TRUE,TRUE
초등800,10280,초5,3,child,어린이,2,명사,2284,3748,[ʧáild],"{'example_sentence_eng': 'The child smiles.', 'example_sentence_kor': '어린이가 웃어요.'}",The child smiles.,어린이가 웃어요.,TRUE,TRUE
초등800,10281,초4,2,chocolate,초콜릿,2,명사,3444,5717,[ʧɔ́:kələt; ʧákələt],"{'example_sentence_eng': 'I love chocolate.', 'example_sentence_kor': '나는 초콜릿을 좋아해요.'}",I love chocolate.,나는 초콜릿을 좋아해요.,TRUE,TRUE
초등800,10282,초등,5,choose,"고르다,정하다",1,동사,7865,516,[ʧú:z],"{'example_sentence_eng': 'I choose a ball.', 'example_sentence_kor': '나는 공을 골라요.'}",I choose a ball.,나는 공을 골라요.,TRUE,TRUE
초등800,10283,초등,5,church,교회,2,명사,446,712,[ʧə́:rʧ],"{'example_sentence_eng': 'I go to church.', 'example_sentence_kor': '나는 교회에 가요.'}",I go to church.,나는 교회에 가요.,TRUE,TRUE
초등800,10284,초등,5,circle,원,2,명사,10701,4240,[sə́:rkl],"{'example_sentence_eng': 'I see a blue circle.', 'example_sentence_kor': '나는 파란 원을 봐요.'}",I see a blue circle.,나는 파란 원을 봐요.,TRUE,TRUE
초등800,10285,초등,5,circle,동그라미 표시를 하다,1,동사,10701,28918,[sə́ːrkl],"{'example_sentence_eng': 'Circle the star.', 'example_sentence_kor': '별에 동그라미 표시를 해요.'}",Circle the star.,별에 동그라미 표시를 해요.,TRUE,TRUE
초등800,10286,초등,5,circle,빙빙 돌다,1,동사,3952,30584,[sə́ːrkl],"{'example_sentence_eng': 'The car circles the park.', 'example_sentence_kor': '차가 공원을 빙빙 돌아요.'}",The car circles the park.,차가 공원을 빙빙 돌아요.,TRUE,TRUE
초등800,10287,초등,5,circle,둘러싸다,1,동사,7645,31521,[sə́:rkl],"{'example_sentence_eng': 'We circle the park.', 'example_sentence_kor': '우리가 공원을 둘러싸요.'}",We circle the park.,우리가 공원을 둘러싸요.,TRUE,TRUE
초등800,10288,초5,3,city,도시,2,명사,947,1501,[síti],"{'example_sentence_eng': 'I see the city.', 'example_sentence_kor': '나는 도시를 봐요.'}",I see the city.,나는 도시를 봐요.,TRUE,TRUE
초등800,10289,초등,5,clarify,명백히 하다,1,동사,8039,1906,[klǽrəfài],"{'example_sentence_eng': 'I clarify school rules.', 'example_sentence_kor': '나는 학교 규칙을 명백히 해요.'}",I clarify school rules.,나는 학교 규칙을 명백히 해요.,TRUE,TRUE
초등800,10290,초4,2,class,학급,2,명사,3764,6238,[klǽs],"{'example_sentence_eng': 'My class is fun.', 'example_sentence_kor': '우리 학급은 즐거워요.'}",My class is fun.,우리 학급은 즐거워요.,TRUE,TRUE
초등800,10291,초4,2,class,수업,2,명사,7798,16771,[klǽs],"{'example_sentence_eng': 'We start class now.', 'example_sentence_kor': '우리는 수업을 시작해요.'}",We start class now.,우리는 수업을 시작해요.,TRUE,TRUE
초등800,10292,초4,2,class,등급,2,명사,1038,17717,[klǽs],"{'example_sentence_eng': 'My class is top.', 'example_sentence_kor': '내 등급은 최고예요.'}",My class is top.,내 등급은 최고예요.,TRUE,TRUE
초등800,10293,초4,2,class,"계급,계층",2,명사,6577,25603,[klǽs],"{'example_sentence_eng': 'He is from upper class.', 'example_sentence_kor': '그는 상류 계층이에요.'}",He is from upper class.,그는 상류 계층이에요.,TRUE,TRUE
초등800,10294,초등,5,classic,고전적인,3,형용사,3027,5014,[klǽsik],"{'example_sentence_eng': 'The book is classic.', 'example_sentence_kor': '책이 고전적인 책이에요.'}",The book is classic.,책이 고전적인 책이에요.,TRUE,TRUE
초등800,10295,초등,5,classify,분류하다,1,동사,8383,2575,[klǽsəfài],"{'example_sentence_eng': 'We classify red and blue.', 'example_sentence_kor': '우리는 빨강과 파랑을 분류해요.'}",We classify red and blue.,우리는 빨강과 파랑을 분류해요.,TRUE,TRUE
초등800,10296,초4,2,clean,깨끗한,3,형용사,10781,1026,[klí:n],"{'example_sentence_eng': 'The room is clean.', 'example_sentence_kor': '방이 깨끗해요.'}",The room is clean.,방이 깨끗해요.,TRUE,TRUE
초등800,10297,초4,2,clean,(정서적으로) 순수한,3,형용사,8066,16772,[klí:n],"{'example_sentence_eng': 'Her heart is clean.', 'example_sentence_kor': '그녀의 마음이 순수해요.'}",Her heart is clean.,그녀의 마음이 순수해요.,TRUE,TRUE
초등800,10298,초6,4,clear,"맑은,깨끗한,분명한",3,형용사,10793,1813,[klíər],"{'example_sentence_eng': 'The sky is clear.', 'example_sentence_kor': '하늘이 맑아요.'}",The sky is clear.,하늘이 맑아요.,TRUE,TRUE
초등800,10299,초6,4,clear,분명한,3,형용사,9934,17718,[klíər],"{'example_sentence_eng': 'The clear sky is blue.', 'example_sentence_kor': '하늘이 분명해요.'}",The clear sky is blue.,하늘이 분명해요.,TRUE,TRUE
초등800,10300,초6,4,clear,비우다,1,동사,6238,18259,[klíər],"{'example_sentence_eng': 'Clear your bag now.', 'example_sentence_kor': '가방을 비우세요~요'}",Clear your bag now.,가방을 비우세요~요,TRUE,TRUE
초등800,10301,초6,4,clear,"뛰어넘다,지나가다",1,동사,553,25604,[klíər],"{'example_sentence_eng': 'I clear the wall.', 'example_sentence_kor': '나는 벽을 뛰어넘어요.'}",I clear the wall.,나는 벽을 뛰어넘어요.,TRUE,TRUE
초등800,10302,초6,4,clear,"명확한,확실한",1,동사,14252,25859,[klíər],"{'example_sentence_eng': 'My answer is clear.', 'example_sentence_kor': '내 답이 명확해요.'}",My answer is clear.,내 답이 명확해요.,TRUE,TRUE
초등800,10303,초6,4,clear,(삼림/토지를)개간하다,1,동사,6876,25862,[klíər],"{'example_sentence_eng': 'We clear the land.', 'example_sentence_kor': '우리는 땅을 개간해요.'}",We clear the land.,우리는 땅을 개간해요.,TRUE,TRUE
초등800,10304,초6,4,clear,치우다,1,동사,2461,25932,[klíər],"{'example_sentence_eng': 'I clear the table now.', 'example_sentence_kor': '나는 테이블을 치워요.'}",I clear the table now.,나는 테이블을 치워요.,TRUE,TRUE
초등800,10305,초등,5,clever,영리한,3,형용사,2398,3954,[klévər],"{'example_sentence_eng': 'The boy is clever.', 'example_sentence_kor': '소년이 영리해요.'}",The boy is clever.,소년이 영리해요.,TRUE,TRUE
초등800,10306,초3,1,climb,"오르다,등반하다",1,동사,2442,4035,[kláim],"{'example_sentence_eng': 'We climb the hill.', 'example_sentence_kor': '우리는 언덕을 올라요.'}",We climb the hill.,우리는 언덕을 올라요.,TRUE,TRUE
초등800,10307,초3,1,clock,시계,2,명사,2038,3353,[klák],"{'example_sentence_eng': 'The clock is on wall.', 'example_sentence_kor': '시계가 벽에 있어요.'}",The clock is on wall.,시계가 벽에 있어요.,TRUE,TRUE
초등800,10308,초3,1,close,닫다,1,동사,858,1371,[klóuz],"{'example_sentence_eng': 'Close the door.', 'example_sentence_kor': '문을 닫아요.'}",Close the door.,문을 닫아요.,TRUE,TRUE
초등800,10309,초3,1,close,가까운,3,형용사,56,16775,[klóus],"{'example_sentence_eng': 'The park is close.', 'example_sentence_kor': '공원이 가까워요.'}",The park is close.,공원이 가까워요.,TRUE,TRUE
초등800,10310,초3,1,close,눈을 감다,1,동사,6648,21491,[klóuz],"{'example_sentence_eng': 'Please close your eyes.', 'example_sentence_kor': '눈을 감아요.'}",Please close your eyes.,눈을 감아요.,TRUE,TRUE
초등800,10311,초3,1,close,아슬아슬한,3,형용사,7196,24218,[klóus],"{'example_sentence_eng': 'The race was close.', 'example_sentence_kor': '경주가 아슬아슬해요.'}",The race was close.,경주가 아슬아슬해요.,TRUE,TRUE
초등800,10312,초3,1,close,"철저한,면밀한",3,형용사,10992,25606,[klóuz],"{'example_sentence_eng': 'I do a close check.', 'example_sentence_kor': '나는 철저히 확인해요.'}",I do a close check.,나는 철저히 확인해요.,TRUE,TRUE
초등800,10313,초3,1,close,가깝게,4,부사,56,28393,[klouz],"{'example_sentence_eng': 'He runs close to me.', 'example_sentence_kor': '그는 나에게 가깝게 달려요.'}",He runs close to me.,그는 나에게 가깝게 달려요.,TRUE,TRUE
초등800,10314,초3,1,close,"끝,마무리",2,명사,858,30703,[klouz],"{'example_sentence_eng': 'It is the close.', 'example_sentence_kor': '이것이 끝이에요.'}",It is the close.,이것이 끝이에요.,TRUE,TRUE
초등800,10315,초3,1,close,"막상막하의,우열을 가리기 힘든",3,형용사,7661,31288,[klóuz],"{'example_sentence_eng': 'The race is close.', 'example_sentence_kor': '경주가 팽팽해요.'}",The race is close.,경주가 팽팽해요.,TRUE,TRUE
초등800,10316,초6,4,clothes,옷,2,명사,2463,4067,[klóuz],"{'example_sentence_eng': 'I wash my clothes.', 'example_sentence_kor': '나는 옷을 빨아요.'}",I wash my clothes.,나는 옷을 빨아요.,TRUE,TRUE
초등800,10317,초등,5,cloud,구름,2,명사,453,723,[kláud],"{'example_sentence_eng': 'The cloud is white.', 'example_sentence_kor': '구름이 하얗아요.'}",The cloud is white.,구름이 하얗아요.,TRUE,TRUE
초등800,10318,초등,5,cloud,(기억/판단 등을) 흐리게 하다,1,동사,15808,25214,[kláud],"{'example_sentence_eng': 'Worry clouds my mind.', 'example_sentence_kor': '걱정이 내 마음을 흐리게 해요.'}",Worry clouds my mind.,걱정이 내 마음을 흐리게 해요.,TRUE,TRUE
초등800,10319,초5,3,club,클럽,2,명사,16190,5898,[klʌ́b],"{'example_sentence_eng': 'The club is fun.', 'example_sentence_kor': '클럽이 재미있어요.'}",The club is fun.,클럽이 재미있어요.,TRUE,TRUE
초등800,10320,초5,3,club,동아리,2,명사,6703,21493,[klʌ́b],"{'example_sentence_eng': 'I join my club.', 'example_sentence_kor': '나는 동아리에 들어가요.'}",I join my club.,나는 동아리에 들어가요.,TRUE,TRUE
초등800,10321,초5,3,club,"곤봉,방망이",2,명사,14780,31429,[klʌ́b],"{'example_sentence_eng': 'The boy holds a club.', 'example_sentence_kor': '소년이 곤봉을 들어요.'}",The boy holds a club.,소년이 곤봉을 들어요.,TRUE,TRUE
초등800,10322,초5,3,club,골프채,2,명사,16452,31476,[klʌ́b],"{'example_sentence_eng': 'I swing the club.', 'example_sentence_kor': '나는 골프채를 휘둘러요.'}",I swing the club.,나는 골프채를 휘둘러요.,TRUE,TRUE
초등800,10323,초3,1,coat,"겉옷,외투",2,명사,2588,4305,[kóut],"{'example_sentence_eng': 'I wear my coat.', 'example_sentence_kor': '나는 겉옷을 입어요.'}",I wear my coat.,나는 겉옷을 입어요.,TRUE,TRUE
초등800,10324,초3,1,coat,"표면을 덮은 것,(페인트의) 칠",2,명사,8547,25902,[kóut],"{'example_sentence_eng': 'Look at the coat on wood.', 'example_sentence_kor': '나무에 칠이 있어요.'}",Look at the coat on wood.,나무에 칠이 있어요.,TRUE,TRUE
초등800,10325,초3,1,coat,(페인트 등을) 칠하다,1,동사,8547,30772,[kout],"{'example_sentence_eng': 'I coat the wall.', 'example_sentence_kor': '나는 벽을 칠해요.'}",I coat the wall.,나는 벽을 칠해요.,TRUE,TRUE
초등800,10326,초등,5,coffee,커피,2,명사,3532,5877,[kɔ́:fi],"{'example_sentence_eng': 'I like coffee.', 'example_sentence_kor': '저는 커피 좋아해요.'}",I like coffee.,저는 커피 좋아해요.,TRUE,TRUE
초등800,10327,초3,1,cold,"추운,차가운",3,형용사,1058,5751,[kóuld],"{'example_sentence_eng': 'It is cold today.', 'example_sentence_kor': '오늘은 추워요.'}",It is cold today.,오늘은 추워요.,TRUE,TRUE
초등800,10328,초3,1,cold,감기,2,명사,2623,16510,[kóuld],"{'example_sentence_eng': 'I have a cold.', 'example_sentence_kor': '감기가 있어요.'}",I have a cold.,감기가 있어요.,TRUE,TRUE
초등800,10329,초3,1,cold,(끓인 음식이) 식은,3,형용사,12849,16632,[kóuld],"{'example_sentence_eng': 'The soup is cold.', 'example_sentence_kor': '수프가 식었어요.'}",The soup is cold.,수프가 식었어요.,TRUE,TRUE
초등800,10330,초3,1,cold,냉정한,3,형용사,10444,20330,[kóuld],"{'example_sentence_eng': 'He is cold to me.', 'example_sentence_kor': '그는 나에게 냉정해요.'}",He is cold to me.,그는 나에게 냉정해요.,TRUE,TRUE
초등800,10331,초5,3,collect,"모으다,수집하다,채집하다",1,동사,1199,1937,[kəlékt],"{'example_sentence_eng': 'I collect seashells.', 'example_sentence_kor': '나는 조개를 모아요.'}",I collect seashells.,나는 조개를 모아요.,TRUE,TRUE
초등800,10332,초5,3,collect,(세금을) 징수하다,1,동사,8321,22631,[kəlékt],"{'example_sentence_eng': 'The city collects tax.', 'example_sentence_kor': '도시가 세금을 징수해요.'}",The city collects tax.,도시가 세금을 징수해요.,TRUE,TRUE
초등800,10333,초등,5,college,단과대학,2,명사,846,1348,[kálidʒ],"{'example_sentence_eng': 'He goes to college.', 'example_sentence_kor': '그는 단과대학에 가요.'}",He goes to college.,그는 단과대학에 가요.,TRUE,TRUE
초등800,10334,초3,1,color,색,2,명사,1781,2969,[kʌ́lər],"{'example_sentence_eng': 'My color is blue.', 'example_sentence_kor': '내 색은 파란색이에요.'}",My color is blue.,내 색은 파란색이에요.,TRUE,TRUE
초등800,10335,초3,1,color,그림물감,2,명사,10468,14146,[kʌ́lər],"{'example_sentence_eng': 'I paint with color.', 'example_sentence_kor': '나는 그림물감으로 그림을 그려요.'}",I paint with color.,나는 그림물감으로 그림을 그려요.,TRUE,TRUE
초등800,10336,초3,1,color,염색하다,1,동사,1287,17721,[kʌ́lər],"{'example_sentence_eng': 'I color my hair.', 'example_sentence_kor': '나는 머리를 염색해요.'}",I color my hair.,나는 머리를 염색해요.,TRUE,TRUE
초등800,10337,초3,1,color,색칠하다,1,동사,3995,28628,[kΛlər],"{'example_sentence_eng': 'I color a red flower.', 'example_sentence_kor': '나는 빨간 꽃을 색칠해요.'}",I color a red flower.,나는 빨간 꽃을 색칠해요.,TRUE,TRUE
초등800,10338,초3,1,come,오다,1,동사,2436,4026,[kʌ́m],"{'example_sentence_eng': 'Come to my house.', 'example_sentence_kor': '내 집에 오세요.'}",Come to my house.,내 집에 오세요.,TRUE,TRUE
초등800,10339,초4,2,comic,희극의,3,형용사,8517,14420,[kámik],"{'example_sentence_eng': 'The comic play is fun.', 'example_sentence_kor': '희극의 연극이 재미있어요.'}",The comic play is fun.,희극의 연극이 재미있어요.,TRUE,TRUE
초등800,10340,초4,2,comic,만화 영화,2,명사,12459,17451,[kámik],"{'example_sentence_eng': 'I watch comic movies.', 'example_sentence_kor': '나는 만화 영화를 봐요.'}",I watch comic movies.,나는 만화 영화를 봐요.,TRUE,TRUE
초등800,10341,초4,2,comic,웃기는,3,형용사,3256,21680,[kámik],"{'example_sentence_eng': 'The comic is funny.', 'example_sentence_kor': '그 만화가 웃겨요.'}",The comic is funny.,그 만화가 웃겨요.,TRUE,TRUE
초등800,10342,초등,5,company,동료,2,명사,11003,5831,[kʌ́mpəni],"{'example_sentence_eng': 'I like my company.', 'example_sentence_kor': '나는 동료를 좋아해요.'}",I like my company.,나는 동료를 좋아해요.,TRUE,TRUE
초등800,10343,초등,5,company,회사,2,명사,3943,14200,[kʌ́mpəni],"{'example_sentence_eng': 'I work at company.', 'example_sentence_kor': '나는 회사에서 일해요.'}",I work at company.,나는 회사에서 일해요.,TRUE,TRUE
초등800,10344,초등,5,company,함께 있음,2,명사,6742,27321,[kΛmpəni],"{'example_sentence_eng': 'We are in company.', 'example_sentence_kor': '우리는 함께 있어요.'}",We are in company.,우리는 함께 있어요.,TRUE,TRUE
초등800,10345,초등,5,compute,계산하다,1,동사,10466,22647,[kəmpjúːt],"{'example_sentence_eng': 'I compute numbers.', 'example_sentence_kor': '나는 숫자를 계산해요.'}",I compute numbers.,나는 숫자를 계산해요.,TRUE,TRUE
초등800,10346,초4,2,computer,컴퓨터,2,명사,3533,5878,[kəmpjú:tər],"{'example_sentence_eng': 'I use the computer.', 'example_sentence_kor': '나는 컴퓨터를 사용해요.'}",I use the computer.,나는 컴퓨터를 사용해요.,TRUE,TRUE
초등800,10347,초6,4,condition,"상태,조건",2,명사,3133,5179,[kəndíʃən],"{'example_sentence_eng': 'The condition is good.', 'example_sentence_kor': '상태가 좋아요.'}",The condition is good.,상태가 좋아요.,TRUE,TRUE
초등800,10348,초6,4,condition,조건,2,명사,8013,21499,[kəndíʃən],"{'example_sentence_eng': 'We follow condition for play.', 'example_sentence_kor': '우리는 게임 조건을 지켜요.'}",We follow condition for play.,우리는 게임 조건을 지켜요.,TRUE,TRUE
초등800,10349,초6,4,condition,"환경,상황",2,명사,3918,31061,[kəndíʃən],"{'example_sentence_eng': 'This condition is very nice.', 'example_sentence_kor': '이 상황이 매우 좋아요.'}",This condition is very nice.,이 상황이 매우 좋아요.,TRUE,TRUE
초등800,10350,초6,4,congratulate,축하하다,1,동사,3476,5778,[kəngrǽʧulèit],"{'example_sentence_eng': 'I congratulate you.', 'example_sentence_kor': '나는 너를 축하해요.'}",I congratulate you.,나는 너를 축하해요.,TRUE,TRUE
초등800,10351,초등,5,control,지배,2,명사,16195,5451,[kəntróul],"{'example_sentence_eng': 'The king has control.', 'example_sentence_kor': '왕이 지배를 해요.'}",The king has control.,왕이 지배를 해요.,TRUE,TRUE
초등800,10352,초등,5,control,제어하다,1,동사,3152,17095,[kəntróul],"{'example_sentence_eng': 'I control the car.', 'example_sentence_kor': '나는 차를 제어해요.'}",I control the car.,나는 차를 제어해요.,TRUE,TRUE
초등800,10353,초등,5,control,조절,2,명사,3153,25444,[kəntróul],"{'example_sentence_eng': 'Press the control button.', 'example_sentence_kor': '조절 버튼을 눌러요.'}",Press the control button.,조절 버튼을 눌러요.,TRUE,TRUE
초등800,10354,초등,5,control,조절(통제)하다,1,동사,3153,25612,[kəntróul],"{'example_sentence_eng': 'Mom controls the TV remote.', 'example_sentence_kor': '엄마가 TV 리모컨을 조절해요.'}",Mom controls the TV remote.,엄마가 TV 리모컨을 조절해요.,TRUE,TRUE
초등800,10355,초4,2,cook,요리하다,1,동사,2499,4138,[kúk],"{'example_sentence_eng': 'I cook dinner.', 'example_sentence_kor': '나는 저녁을 요리해요.'}",I cook dinner.,나는 저녁을 요리해요.,TRUE,TRUE
초등800,10356,초4,2,cook,요리사,2,명사,2498,16636,[kúk],"{'example_sentence_eng': 'The cook makes food.', 'example_sentence_kor': '요리사가 음식을 만들어요.'}",The cook makes food.,요리사가 음식을 만들어요.,TRUE,TRUE
초등800,10357,초3,1,cool,시원한,3,형용사,2054,3371,[kú:l],"{'example_sentence_eng': 'The wind is cool.', 'example_sentence_kor': '바람이 시원해요.'}",The wind is cool.,바람이 시원해요.,TRUE,TRUE
초등800,10358,초3,1,cool,멋진,3,형용사,3448,16514,[kú:l],"{'example_sentence_eng': 'This hat is cool.', 'example_sentence_kor': '이 모자가 멋져요.'}",This hat is cool.,이 모자가 멋져요.,TRUE,TRUE
초등800,10359,초3,1,cool,침착한,3,형용사,4962,16637,[kú:l],"{'example_sentence_eng': 'I am cool now.', 'example_sentence_kor': '저는 지금 침착해요~요'}",I am cool now.,저는 지금 침착해요~요,TRUE,TRUE
초등800,10360,초3,1,cool,"식히다,차갑게 하다",1,동사,12849,25613,[kú:l],"{'example_sentence_eng': 'I cool my drink.', 'example_sentence_kor': '나는 음료를 식혀요.'}",I cool my drink.,나는 음료를 식혀요.,TRUE,TRUE
초등800,10361,초3,1,cool,훌륭한,3,형용사,430,30649,[kuːl],"{'example_sentence_eng': 'That toy is cool.', 'example_sentence_kor': '그 장난감이 훌륭해요.'}",That toy is cool.,그 장난감이 훌륭해요.,TRUE,TRUE
초등800,10362,초6,4,corner,구석,2,명사,462,737,[kɔ́:rnər],"{'example_sentence_eng': 'I hide in the corner.', 'example_sentence_kor': '나는 구석에서 숨어요.'}",I hide in the corner.,나는 구석에서 숨어요.,TRUE,TRUE
