,textbook ID,학년,출판사,교육과정,Lesson,Title,Structures
268,702,중1,능률(양),2015,1,Meet My New Classmates,"동격 This is FC Real, my favorite team."
269,702,중1,능률(양),2015,2,Fun Plans for Happy Days,목적어로 쓰이는 to부정사 Do you want to learn some magic tricks?
270,702,중1,능률(양),2015,3,"Thank You, My Family",조동사 must I must give honest thanks.
271,702,중1,능률(양),2015,4,"Get Healthy, Be Happy!",How 감탄문 How fresh the salad is!
272,702,중1,능률(양),2015,5,Why in the World?,"시간의 부사절 When When an owl hears something, it moves its face feathers."
273,702,중1,능률(양),2015,6,For a Better World,수여 동사 I’ll give them the money.
274,702,중1,능률(양),2015,7,Let's Go Green,"부가의문문 That old tree looks so ugly, doesn’t it?"
275,702,중1,능률(양),2015,8,Wonderful Korea,부정대명사 one The old one is in the Joseon Art Museum.
276,802,중2,능률(양),2015,1,What Is Your Color?,자신’이라는 뜻을 지니는 재귀대명사 Why don’t you listen to yourself?
277,802,중2,능률(양),2015,2,"Old Things, New Art",not only ~ but also ~ 구문 He used not only old things but also his imagination.
278,802,중2,능률(양),2015,3,"Go, Team!",형용사를 수식하는 enough Michael was good enough for the senior team.
279,802,중2,능률(양),2015,4,Natural Weather Forecasters,목적과 의도의 ‘so that ~’ This flower opens up in fine weather so that it can get lots of sunlight.
280,802,중2,능률(양),2015,5,How Healthy Are Your Habits?,had better (not) ... You’d better follow the guidelines.
281,802,중2,능률(양),2015,6,Jobs Then and Now,도치 구문 Here are some of the most interesting ones.
282,802,중2,능률(양),2015,7,Korean Wave Around the World,강한 추측의 조동사 must You must be interested in Korean music.
283,802,중2,능률(양),2015,8,"Beautiful Words, Better World",a few / few + 복수명사 There were a few nails that the boy could not pull out.
284,902,중3,능률(양),2015,1,How Are You Getting Along?,"관계대명사 who의 비제한적 용법 I share a room with my sister, who is two years older than me."
285,902,중3,능률(양),2015,2,Foods from Around the World,「주어 + 동사 + 목적어 + 목적격 보어」 구문 They thought popcorn a symbol of good health and goodwill.
286,902,중3,능률(양),2015,3,What Makes Us Shop?,사역동사 make The signs make them believe that it is the last chance to grab the cool products.
287,902,중3,능률(양),2015,4,We Are Global Villagers,"분사구문 Working with other like minded groups, we have distributed wheelchairs."
288,902,중3,능률(양),2015,5,Science in Sports,"the 비교급 ~, the 비교급 … The less energy the bat loses, the more energy the ball gets."
289,902,중3,능률(양),2015,6,Make Your Ideas Blossom,지각동사 구문 People often see animals suffering from plastic waste.
290,902,중3,능률(양),2015,7,Enjoy Arts and Crafts,so ~ that ... He was so old that he couldn’t travel to Songdo.
291,703,중1,동아(윤),2015,1,Heart to Heart,일반동사 I like music.
292,703,중1,동아(윤),2015,2,Have Fun at School!,현재진행형 We are playing cricket now.
293,703,중1,동아(윤),2015,3,Wisdom in Stories,"조동사 can, will I can't sit. We'll have dinner."
294,703,중1,동아(윤),2015,4,"Small Things, Big Differences",There is/are ~ 구문 There were many poor elephants in the elephant home.
295,703,중1,동아(윤),2015,5,Styles Around the World,비인칭 주어 it It is very cold high up in the Andes Mountains.
296,703,중1,동아(윤),2015,6,People at Work,감각동사 + 형용사 The park looked terrible.
297,703,중1,동아(윤),2015,7,Discover Korea,비교급·최상급 Mine was bigger than Minji's. Minji's mother made the biggest sand man.
298,703,중1,동아(윤),2015,8,"Dream Together, Reach Higher","시간 접속사 Before our first game started, we were nervous."
299,803,중2,동아(윤),2015,1,My Happy Everyday Life,both A and B Both my father and I like to sleep under the tree.
300,803,중2,동아(윤),2015,2,Enjoying Local Culture,to부정사의 부사적 용법 They have to produce a lot of milk to win a prize.
301,803,중2,동아(윤),2015,3,Ideas for Saving the Earth,"want＋목적어＋to부정사 I want you to understand the meaning of ""upcycling."""
302,803,중2,동아(윤),2015,4,The Amazing World of Animals,"접속사 if If you think this bird is special, you are wrong."
303,803,중2,동아(윤),2015,5,Living Healthily and Safely,call A B We call such people smombies.
304,803,중2,동아(윤),2015,6,"Different People, Different Views",so ~ that ... Icarus was so excited that he forgot his father's warning.
305,803,중2,동아(윤),2015,7,Life in Space,It ~ to부정사 It's difficult to walk on Earth.
306,803,중2,동아(윤),2015,8,Pride of Korea,because of Many Koreans became interested in Uigwe because of your book.
307,903,중3,동아(윤),2015,1,Follow Your Dream,to부정사의 형용사적 용법 I got a chance to see the Northern Lights.
308,903,중3,동아(윤),2015,2,Food for the Heart,so that My father made me a bowl of chicken soup so that I could get well.
309,903,중3,동아(윤),2015,3,Stories of English Words and Expressions,It ~ that It is interesting that the idea of using the word robot didn't come from Karel Čapek himself.
310,903,중3,동아(윤),2015,4,Be a Smart Spender,의문사＋to부정사 I don't know how to solve this problem.
311,903,중3,동아(윤),2015,5,The Team Behind the Team,as ~ as They are as important as the players.
312,903,중3,동아(윤),2015,6,Stories for All Time,관계대명사 what The table was what every dealer dreamed of.
313,903,중3,동아(윤),2015,7,Technology in Our Lives,"접속사 as As information and communication technology develops, the amount of data we have is getting much greater than before."
314,903,중3,동아(윤),2015,8,The Joseon Dynasty Through Paintings,가정법 과거 It would be wonderful if I could eat fresh fish.
315,715,중1,동아(윤),2022,1,Happy Together,"일반동사 I play the guitar, and Minsu plays the drums."
316,715,중1,동아(윤),2022,2,"Eat, Play, and Live Well!","조동사 can, will Anyone can make these. They’ll become healthy snacks."
317,715,중1,동아(윤),2022,3,Let’s Be Positive,"명령문 Don’t worry."
318,715,중1,동아(윤),2022,4,The Joy of Traveling,"be going to I’m going to get up early."
319,715,중1,동아(윤),2022,5,Think like Sherlock Holmes!,"구문 There is/are There were pieces of cake all over the painting."
320,715,중1,동아(윤),2022,6,"Good for the Earth, Good for Us","접속사 that I heard that plastic never goes away completely."
321,715,중1,동아(윤),2022,7,Find Your Dream,"시간 접속사 Max gets too excited when a lot of people are around."
322,715,중1,동아(윤),2022,8,Be Smart Online,"비인칭 주어 it It was getting dark, and it started to rain."
323,704,중1,동아(이),2015,1,An Exciting New World,"일반동사 I like sports clubs."
324,704,중1,동아(이),2015,2,"Be Healthy, Be Happy!","명령문 Hold the phone at eye level."
325,704,중1,동아(이),2015,3,How Do I Look?,"의문문 Which color can’t a dog see, red or yellow?"
326,704,중1,동아(이),2015,4,Catch the Sun,"재귀대명사 I can see myself in the water."
327,704,중1,동아(이),2015,5,Art for All,"a few My friends and I punched the ball a few times."
328,704,중1,동아(이),2015,6,"Dream High, Fly High!","때를 나타내는 접속사 When Rahul was in middle school, he acted in a school play."
329,704,중1,동아(이),2015,7,Money Doesn’t Grow on Trees,"have to You have to pay for the window."
330,704,중1,동아(이),2015,8,The Way to Korea,"비교급, 비교급 강조 부사 Samgyetang is much tastier than chicken soup."
331,804,중2,동아(이),2015,1,Can We Talk?,"명령문, and/or Change the topic, or your partner will fall asleep."
332,804,중2,동아(이),2015,2,Close to You,ask + 목적어 + to부정사 We asked the doctor to help us.
333,804,중2,동아(이),2015,3,The Music Goes,"접속사 if If you like today’s idols, you will love the original idol."
334,804,중2,동아(이),2015,4,Go for It!,"최상급 The Atacama Desert is the driest desert in the world."
335,804,중2,동아(이),2015,5,"Come One, Come","지각동사 You can hear musicians playing beautiful live music."
336,804,중2,동아(이),2015,6,Into Outer Space,"접속사 although Although there are many movies about Mars, no one has been there yet."
337,804,중2,동아(이),2015,7,Can I Trust It?,"목적격 관계대명사 In the ad, “Best Picture” is the award which the movie won."
338,804,중2,동아(이),2015,8,Be Like Sherlock!,간접의문문 Could you tell me when this happened?
339,904,중3,동아(이),2015,1,"I Can’t, but We Can",관계대명사 what We finally made what we wanted.
340,904,중3,동아(이),2015,2,Go Green,조동사 수동태 Honey from ancient Egypt can be eaten today.
341,904,중3,동아(이),2015,3,Heal the World,It ~ that 강조 It was a better tomorrow that we painted.
342,904,중3,동아(이),2015,4,"Open a Book, Open Your Mind",접속사 since It couldn’t be real gold since it was too light.
343,904,중3,동아(이),2015,5,Believe in Yourself,의문사 + to부정사 We didn’t know how to read music.
344,904,중3,동아(이),2015,6,Make the World Beautiful,"+ 동사원형\nIt is round, delicate, yet strong enough to protect its content."
345,904,중3,동아(이),2015,7,Feel the Wonder,접속사 while Some whales stand on their tails while they sleep.
346,904,중3,동아(이),2015,8,Up to You,과거완료 The article said Alfred Nobel had died in France from a heart attack.
347,716,중1,동아(이),2022,1,"New School, New Friends","일반동사 I play rugby very well."
348,716,중1,동아(이),2022,2,"Be Healthy, Be Happy","명령문 Stretch your neck often."
349,716,중1,동아(이),2022,3,When I Grow Up,"현재진행시제 A pitcher is throwing a baseball."
350,716,중1,동아(이),2022,4,Living Together,"There is/are There is a big forest near my village."
351,716,중1,동아(이),2022,5,Have a Special Day!,"비인칭 주어 it It was sunny today."
352,716,중1,동아(이),2022,6,Taste the World,"동사원형+-ing Thai people enjoy eating spicy food."
353,716,중1,동아(이),2022,7,"Think Big, Be Creative!","접속사 When he was 33, he moved to Paris."
354,716,중1,동아(이),2022,8,Winter Is Coming!,"접속사 that I think that your red frindle is pretty."
355,705,중1,비상,2015,1,This Is Me!,일반동사 Tony wears glasses.
356,705,중1,비상,2015,2,"Think Safe, Act Safe",현재진행형 Jaden is riding a bike in the park.
357,705,중1,비상,2015,3,Helping Hands,감각동사 + 형용사 Mr. Elephant looked sad.
358,705,중1,비상,2015,4,Share Your Travel Story,4형식 문장(수여동사) New York will show you the real city life.
359,705,중1,비상,2015,5,"Count on You, Math!",최상급 Sam wins the biggest diamond in the world.
360,705,중1,비상,2015,6,Tasty World,"부가의문문 Paella looks delicious, doesn’t it?"
361,705,중1,비상,2015,7,Green Is Great!,접속사 that I should see a doctor to check my stomach.
362,705,중1,비상,2015,8,Go for It!,"접속사 when When you win this race, you can start a new life."
363,805,중2,비상,2015,1,Suit Your Taste!,동사+목적어+형용사 My pet makes me happy.
364,805,중2,비상,2015,2,Half a World Away,동사+목적어+to부정사 We want our sombreros to look fancy.
365,805,중2,비상,2015,3,"I Wonder Why, I Wonder How",to부정사의 형용사적 용법 Rapunzel has the ability to hold up a person.
366,805,중2,비상,2015,4,Your Only Limit Is You,지각동사 Max sees the official waving a white flag.
367,805,중2,비상,2015,5,Explore Your Feelings!,목적격 관계대명사 I’m sure there is a reason that we don’t know about.
368,805,중2,비상,2015,6,Doors to the Wild,원급 비교 Stella’s eyes were as bright as stars.
369,805,중2,비상,2015,7,Art around Us,간접의문문 Do you know where Icarus is?
370,805,중2,비상,2015,8,Changes Ahead,현재[과거] 분사 The seafood fried rice was amazing.
371,905,중3,비상,2015,1,The Art of Communication,관계부사 Calli should pick a time when her mom is ready to listen.
372,905,중3,비상,2015,2,Wonderful Nature,현재완료진행 I‘ve been visiting the forest to study animals for 20 years.
373,905,중3,비상,2015,3,For the Love of Our Country,"과거완료 When I was sixteen years old, my family had already made an arrangement for me to marry him."
374,905,중3,비상,2015,4,Music to My Ears!,it(가목적어)~to부정사(진목적어) I found it possible to inspire people by music.
375,905,중3,비상,2015,5,Critical Minds,so that ~ can... They made up this fake article so that they could draw the readers’ attention.
376,905,중3,비상,2015,6,Words of Wisdom,have+목적어+과거 분사 I had my bed designed by experts.
377,905,중3,비상,2015,7,Spend Wisely,수의 일치 Half of the boys on his soccer team wear those shoes.
378,905,중3,비상,2015,8,Wonders of Space Travel,"with+명사+분사 Wormholes may contain two mouths, with a throat connecting the two."
379,706,중1,천재(이),2015,1,A Nice Day,"동사의 부정문과 의문문 be∙ Are you tired? No, I'm not."
380,706,중1,천재(이),2015,2,How Do You Spend Your Day?,"일반동사의 부정문과 의문문∙ Do you like fish?  No, I don't."
381,706,중1,천재(이),2015,3,Do You Have Special Plans?,조동사 will∙ We will throw a party.
382,706,중1,천재(이),2015,4,Walk Around Your Town,조동사 can∙ I can write my name in Chinese characters.
383,706,중1,천재(이),2015,5,How Far Is It from Here?,동명사∙ They enjoy baking cookies.
384,706,중1,천재(이),2015,6,From Culture to Culture,조동사 should∙ You should get some rest.
385,706,중1,천재(이),2015,7,Follow Your Dreams,"접속사 when∙ When I am alone, I read comic books."
386,706,중1,천재(이),2015,8,"Give Your Hand, Give Your Heart",비교급∙ Ted is smaller than Matt.
387,806,중2,천재(이),2015,1,Off to a Good Start,"접속사 조건  If it is sunny, I will go to the beach."
388,806,중2,천재(이),2015,2,Connecting with the World,의문사 + 부정사  I can’t decide what to eat first.
389,806,중2,천재(이),2015,3,"Healthy Life, Happy Life",형용사 역할을 하는 부정사 to  I need something to eat for lunch.
390,806,중2,천재(이),2015,4,"Earth, Our Only Home",원급 비교  Grandma is as old as that tree.
391,806,중2,천재(이),2015,5,Understanding Others,"접속사 before/after (Before she has breakfast, Dora puts on her uniform."
392,806,중2,천재(이),2015,6,Near and Dear,부정사 too ~ to  The child is too short to ride the roller coaster.
393,806,중2,천재(이),2015,7,A Life Full of Fun,명사를 꾸미는 분사  Look at the falling leaves.
394,806,중2,천재(이),2015,8,"Viva, South America",간접의문문  Do you know how old the building is?
395,906,중3,천재(이),2015,1,What Matters to You?,지각동사 목적어 동사원형 I saw Mom come into my room.
396,906,중3,천재(이),2015,2,"Animals, Big and Small","접속사 since/though Since it rained heavily, the station was closed."
397,906,중3,천재(이),2015,3,"Be Positive, Be Happy",형용사/부사 so + that ~ It was so cold that I put on my coat.
398,906,중3,천재(이),2015,4,Opening a Window to the World,접속사 if/whether I wonder if they are angry.
399,906,중3,천재(이),2015,5,Are You into Books?,강조구문 It ~ that ... It was Judy that lost her wallet on the bus.
400,906,중3,천재(이),2015,6,Together in Our Community,"가정법 과거 If she had a car, she would drive everywhere."
401,906,중3,천재(이),2015,7,Watch Out,조동사가 포함된 수동태 The party will be held at 7 p.m.
402,906,중3,천재(이),2015,8,All Your Dreams Are Worth Chasing,"계속적 용법의 관계대명사 My favorite writer is Ken Kuller, who lives in New York."
403,707,중1,천재(정),2015,1,This Is Me,조동사 will∙ I will talk less.
404,707,중1,천재(정),2015,2,I Love My Family,부정사의 명사적 용법 to∙ I like to eat cookies.
405,707,중1,천재(정),2015,3,Beautiful Differences,"부가의문문∙ We are so wonderful, aren't we?"
406,707,중1,천재(정),2015,4,Happy Birthday!,부정사의 부사적 용법 목적 to∙ They hit piñatas to break bad luck.
407,707,중1,천재(정),2015,5,Wonderful World of Animals,원급 비교∙ We fly as high as the clouds.
408,707,중1,천재(정),2015,6,Let's Have Fun at School,동명사∙ They started to practice dancing.
409,707,중1,천재(정),2015,7,Art Around Us,최상급∙ Nicole smiled the happiest smile.
410,707,중1,천재(정),2015,8,My Good Friends,"접속사 when∙ When Bill saw the snowflake, his face became bright."
411,807,중2,천재(정),2015,1,Time to Start Again,접속사 that  I think (that) I lost it.
412,807,중2,천재(정),2015,2,I Love My Town!,지각동사  Ryan heard the doorbell ring.
413,807,중2,천재(정),2015,3,"Be Active, Be Safe!","접속사 though  Though the boys are not really riding horses, it looks like they are."
414,807,중2,천재(정),2015,4,Memories in Your Heart,관계대명사의 생략  It is something that you remember.
415,807,중2,천재(정),2015,5,Shapes Around Us,형식 문장 형용사 보어  Square decided to make the room better.
416,807,중2,천재(정),2015,6,Love the Earth,수동태  They were not wrapped at all.
417,807,중2,천재(정),2015,7,A Step Inside the Culture,부정사 It ... to  It is not easy to write by hand well at first.
418,807,중2,천재(정),2015,8,Design for All,사역동사  What made her do all this?
419,907,중3,천재(정),2015,1,Express Your Feelings,"관계대명사의 계속적 용법   People also use ROFL, which means ""Rolling On the Floor Laughing."""
420,907,중3,천재(정),2015,2,Let's Make Our Town Better,비교급 강조 부사   I had to admit the lot looked much better.
421,907,중3,천재(정),2015,3,Laugh First and Then Think,not only ... but also ~   Not only the winners' fun studies but also the ceremony makes people laugh.
422,907,중3,천재(정),2015,4,Dreaming of My Future,관계대명사 what   That's what I need to learn from her.
423,907,중3,천재(정),2015,5,Pictures Speak a Thousand Words,관계대명사 whose   It was written in 1973 by a woman whose husband was far away.
424,907,중3,천재(정),2015,6,Love the Earth,강조구문 It ... that   It is this filtered water that you can drink.
425,907,중3,천재(정),2015,7,"Fact, Opinion, or Fake",접속사 if (~인지 아닌지)   You also have to check if they are based on facts.
426,907,중3,천재(정),2015,8,Make Peace with Others,형식 동사 목적어 + to 부정사   The king ordered him to go to a famous military school.
427,719,중1,YBM(김),2022,1,All About Me,일반동사의 현재형 I draw cartoons.
428,719,중1,YBM(김),2022,2,"Think Wise, Stay Safe",현재진행형 My brother is eating soup.
429,719,중1,YBM(김),2022,3,Wonderful Stories from School,조동사 will I will be back tomorrow.
430,719,중1,YBM(김),2022,4,Make a Difference in Our Community,There is/are... There was a lot of trash on the playground.
431,719,중1,YBM(김),2022,5,"Love Yourself, Live Your Life",재귀대명사 I’m proud of myself.
432,719,중1,YBM(김),2022,6,A Smart Digital Life,조동사 should You should check your posts regularly.
433,719,중1,YBM(김),2022,7,Colorful Cultures Around the World,최상급 It is the largest country in South America.
434,719,중1,YBM(김),2022,8,"Go Green, Save the Earth",to부정사의 부사적 용법 He carries his bottle with him to drink water.
435,708,중1,YBM(박),2015,3,Enjoy Fun Activities!,감각동사 He looked funny.
436,708,중1,YBM(박),2015,5,Food from Around the World,‘how’를 이용한 감탄문 How delicious!
437,708,중1,YBM(박),2015,6,The Wonder of Animals,비교급 She was smaller than her friends.
438,708,중1,YBM(박),2015,7,Korean Culture,"부가의문문 The boys are playing a game, aren’t they?"
439,708,중1,YBM(박),2015,8,I am Because We Are,「make + A + 형용사」 구문 Their smiles made him happy.
440,808,중2,YBM(박),2015,1,Manage Yourself!,접속사 ‘that’  I think that using my time to prepare for my future is important.
441,808,중2,YBM(박),2015,2,All about Safety,「as + 형용사/부사 + as」  I was as scared as the others.
442,808,중2,YBM(박),2015,3,Living a Healthy Life,"조건절  If you massage and stretch every day, you will feel healthier."
443,808,중2,YBM(박),2015,4,To Be a Global Citizen!,「something/anything/nothing + 형용사」  You did something wonderful.
444,808,중2,YBM(박),2015,5,"Different Countries, Different Cultures",「so + 형용사/부사 + that + 주어 + 동사」 구문  It was so delicious that we all enjoyed it.
445,808,중2,YBM(박),2015,6,Wonders of Nature,「not only + A + but also + B」 구문  Not only very small living things like plankton but also crabs and fish live there.
446,808,중2,YBM(박),2015,7,Work on Your Dreams,목적격 관계대명사  I will become a player who people like.
447,808,중2,YBM(박),2015,8,Science Is Making Big Changes,조동사 ‘may’  Let’s see what our lives may be like in the near future.
448,908,중3,YBM(박),2015,1,All About Me,관계대명사 'what'   Having fun is what I want most.
449,908,중3,YBM(박),2015,2,Experience Different Cultures!,명사를 뒤에서 수식하는 현재분사   You can wave to and smile at an elderly man walking on the street.
450,908,중3,YBM(박),2015,3,"Future Dreams, Future Jobs",have/has/had + 목적어 + 과거분사   It’s my responsibility to have each song played the same way every time.
451,908,중3,YBM(박),2015,4,Are You a Digital Citizen?,"가정법 과거   If we had no smartphones, our lives would be difficult."
452,908,중3,YBM(박),2015,5,Love for My Country,so that ~   Kim Koo always carried Yun’s watch in his jacket so that he would not forget Yun’s sacrifice.
453,908,중3,YBM(박),2015,6,Meet the World,"형용사 + to 부정사  If you say “kia ora” to the villagers, they will be glad to hear it."
454,908,중3,YBM(박),2015,7,How to Get Along with People,"the + 비교급 ~, the + 비교급 ...   The more sincere your apology is, the better it will be received."
455,908,중3,YBM(박),2015,8,Have Fun with Art!,be 동사 + worth + 동사원형 ing   Pop art is worth paying attention to.
456,908,중3,YBM(박),2015,9,"You Can Do It, Too",의문사가 없는 의문문의 간접의문문   I wondered if I could do something for those girls.
457,720,중1,YBM(박),2022,1,All About Me,일반동사의 현재형 I love running.
458,720,중1,YBM(박),2022,2,Have Fun at School,"조동사 will, can I will play the violin. We can finish the race."
459,720,중1,YBM(박),2022,3,The Magic of Manners,명령문 Wear your backpack on the front.
460,720,중1,YBM(박),2022,4,Home Sweet Home,시간을 나타내는 접속사 when  My mother fell in love with my father when she worked in India.
461,720,중1,YBM(박),2022,5,Food Around the World,감각 동사  They all look delicious.
462,720,중1,YBM(박),2022,6,"Click, Connect, and Communicate",4형식  He sends me angry emojis.
463,720,중1,YBM(박),2022,7,"Think Green, Live Green",감탄문  What a nice day! How wonderful!
464,720,중1,YBM(박),2022,8,A Journey with Arts,to부정사의 부사적 용법  Vashti painted and painted more to create dots.
465,709,중1,YBM(송),2015,1,"New School, New Friends","‘be’동사의 부정문과 의문문 Are you good at soccer?- No, I’m not."
466,709,중1,YBM(송),2015,2,I Love My Family,일반동사의 부정문과 의문문 He doesn’t forget Kitty’s meal time. Do you have a pet?
467,709,중1,YBM(송),2015,3,"Different Places, Different Foods",조동사 ‘can’ I can make Bibimbap.
468,709,중1,YBM(송),2015,4,A Story of Wisdom,일반동사의 과거형 He cleaned the house and cooked dinner for them.
469,709,중1,YBM(송),2015,5,We Are a Team,「감각동사+형용사」 They looked relaxed.
470,709,중1,YBM(송),2015,6,"Save Energy, Save the Earth",접속사 ‘when’ Turn off the TV when you aren’t watching it.
471,709,중1,YBM(송),2015,7,My Future Dream,주어 역할의 「동사원형+-ing」 Making a robot will not be easy.
472,709,중1,YBM(송),2015,8,Science All Around,접속사 ‘because’ Both cans will float because they are very light.
473,709,중1,YBM(송),2015,9,A Walk into History,감탄문 How wonderful (it is)!
474,809,중2,YBM(송),2015,1,My Bucket List,to' 부정사의 부사적 용법  I will put more effort into studying math to overcome my weakness.
475,809,중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,사역동사  It makes your eyes feel tired and dry to read small letters on a smartphone for a long time.
476,809,중2,YBM(송),2015,3,The School Club Activity Day,주격 관계대명사  Anyone who likes to paint can join.
477,809,중2,YBM(송),2015,4,The Two Roads,접속사 'if'  How can we know if we don’t try?
478,809,중2,YBM(송),2015,5,We Love Baseball,수동태  The numbers were determined by the players’ batting order.
479,809,중2,YBM(송),2015,6,"New Places, New Experiences",목적격 관계대명사  It was from the khorkhog that she was cooking for us.
480,809,중2,YBM(송),2015,7,Living in the AI World,가주어 'it'  It is hard to believe that you can understand us.
481,809,중2,YBM(송),2015,8,The Unknown Hero,"현재분사, 과거분사  Through his efforts, we now have Bukchon filled with its beautiful hanoks."
482,809,중2,YBM(송),2015,9,Manners Make the Man,간접의문문  We do not know what concerts will look like in the future.
483,909,중3,YBM(송),2015,1,Passion for Life,"to'부정사의 부정형  For me and my country, it was important not to give up."
484,909,중3,YBM(송),2015,2,Teens' Worries,명사절을 이끄는 접속사 'if'  You should just ask her if there is something wrong.
485,909,중3,YBM(송),2015,3,"Healthy Living, a Happy Life",It ... that' 강조 구문  It is calcium that builds strong bones and teeth.
486,909,중3,YBM(송),2015,4,Safety First,seem to  They seem to know what to do to make their camping trip safe and fun.
487,909,중3,YBM(송),2015,5,Look Inside You,현재완료진행형   Doctors have been using various drawing tests to better understand people.
488,909,중3,YBM(송),2015,6,Buy and Sell Wisely,과거완료   He realized what he had done wrong.
489,909,중3,YBM(송),2015,7,"Small Ideas, Big Differences",so that ... can'   The hole also prevents the window from fogging up so that you can enjoy that fantastic view.
490,909,중3,YBM(송),2015,8,Healthy Food Around the World,"접속사 'while'   While people in Korea and Finland look for drinks when sick, many people in America want a bowl of chicken soup."
491,704,중1,동아(이),2015,2,"Be Healthy, Be Happy!",감탄문 What a beautiful day!
492,709,중1,YBM(송),2015,4,A Story of Wisdom,조동사 ‘will’ I’ll try again.
