,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,1018,중1,6,clue,실마리,2,명사,2103,3453,[klú:],A careful observation revealed an unexpectedly small clue that served as an important guiding sign.,"세심하게 관찰한 결과, 예상치 못한 작은 실마리가 중요한 길잡이 역할을 했어요.",TRUE,,,
중고등1200,1019,중1,6,clue,"단서,힌트",2,명사,2103,30695,[kluː],The cunning detective examined the entire scene and discovered a rare clue for the case.,영리한 형사는 현장을 전체적으로 조사한 후 사건 해결에 도움을 줄 희귀한 단서를 발견했어요.,TRUE,,,
중고등1200,1020,중1,6,coach,사륜마차,2,명사,1108,2808,[kóuʧ],The grand coach rolled steadily along the busy boulevard as onlookers admired its timeless beauty.,웅장한 사륜마차가 분주한 대로를 따라 꾸준히 굴러가며 구경하는 이들이 그 변치 않는 아름다움을 감탄했어요.,TRUE,,,
중고등1200,1021,중1,6,coach,코치,2,명사,12473,17075,[kóuʧ],The experienced coach organized training sessions for his team and led them to win championships.,경험 많은 코치는 팀을 위해 훈련 세션을 체계적으로 운영했고 자신감 있게 그들을 우승으로 이끌었어요.,TRUE,,,
중고등1200,1022,중1,6,coal,석탄,2,명사,1813,3020,[kóul],The old factory relied on coal as its primary source of energy for daily production.,오래된 공장은 일상 생산을 위해 석탄을 주요 에너지원으로 사용했어요.,TRUE,,,
중고등1200,1023,중1,6,coast,해안,2,명사,2380,6329,[kóust],We strolled along the rugged coast as the mighty ocean waves crashed against the rocks.,"우리는 험준한 해안을 따라 걸었고, 강력한 바닷물이 바위에 부딪혔어요.",TRUE,,,
중고등1200,1024,중1,6,code,(조직/국가의) 법규,2,명사,1442,24226,[kóud],Every citizen should fully understand the code that governs our community and protects individual rights.,모든 시민은 우리 공동체를 이끄는 법규와 개인의 권리를 보호하는 규정을 충분히 이해해야 해요.,TRUE,,,
중고등1200,1025,중1,6,code,암호,2,명사,2207,3633,[kóud],"The brilliant detective quickly deciphered a secret code carved on a stone, revealing hidden clues.",뛰어난 탐정은 돌에 새겨진 비밀 암호를 빠르게 해독하여 숨겨진 단서를 밝혀냈어요.,TRUE,,,
중고등1200,1026,중1,6,code,"규범,관례",2,명사,3222,21807,[kóud],Every organization must follow a specific code to maintain order and ensure fairness among colleagues.,모든 조직은 질서를 유지하고 동료 간 공정을 보장하기 위해 특정 규범을 따라야 해요.,TRUE,,,
중고등1200,1027,중1,6,comedy,희극,2,명사,4001,6646,[kámədi],The theater performance mixed clever wit and unexpected events to create a lively comedy experience.,극장 공연은 영리한 재치와 뜻밖의 사건들을 섞어 활기찬 희극을 만들어 냈어요.,TRUE,,,
중고등1200,1028,중1,6,command,명령하다,1,동사,9444,29098,[kəmǽnd],The officer will command his soldiers to follow the strict safety procedures throughout the mission.,장교는 임무 내내 엄격한 안전 절차를 따르도록 병사들에게 명령해요.,TRUE,,,
중고등1200,1029,중1,6,command,"지식,능력(구사력)",2,명사,3011,30662,[kəmǽnd],Her exceptional command of advanced technical vocabulary thoroughly impressed everyone during the international conference discussion.,그녀의 뛰어난 기술 용어 구사력이 국제 회의에서 모든 사람을 감동시켰어요.,TRUE,,,
중고등1200,1030,중1,6,command,명령,2,명사,9444,1896,[kəmǽnd],The strict manager issued a firm command to all team members to complete their tasks.,엄격한 매니저는 모든 팀원들에게 그들의 업무를 완수하라는 단호한 명령을 내렸어요.,TRUE,,,
중고등1200,1031,중1,6,command,지휘(권),2,명사,9444,30660,[kəmǽnd],The general issued a clear command to swiftly direct his troops during the intense battle.,장군은 치열한 전투 중에 군대를 빠르게 지휘하기 위해 명확한 명령을 내렸어요.,TRUE,,,
중고등1200,1032,중1,6,command,(언어) 구사력,2,명사,15652,24239,[kəmǽnd],Her excellent command of French consistently allowed her to converse fluently during the international conference.,그녀의 뛰어난 프랑스어 구사력은 국제 회의 동안 유창하게 대화할 수 있게 해줬어요.,TRUE,,,
중고등1200,1033,중1,6,comment,"논평하다,견해를 밝히다",1,동사,772,30574,[kάment],The professor will always comment on each student's article draft with detailed and constructive feedback.,교수님은 항상 각 학생의 기사 초안에 대해 세부적이고 건설적인 피드백과 함께 논평해 주어요.,TRUE,,,
중고등1200,1034,중1,6,comment,"논평,비평",2,명사,772,1233,[káment],The professor's comment during the meeting offered an insightful critique regarding the questionable research paper.,교수님의 논평은 회의 중에 의심스러운 연구 논문에 대해 통찰력 있는 비평을 제공했어요.,TRUE,,,
중고등1200,1035,중1,6,comment,의견,2,명사,772,20335,[káment],"The insightful reviewer left a very detailed comment on the website, clearly expressing their opinion.","통찰력 있는 리뷰어가 웹사이트에 아주 상세한 의견을 남겨, 자신의 생각을 명확하게 표현했어요.",TRUE,,,
중고등1200,1036,중1,6,comment,언급,2,명사,772,20796,[káment],Her detailed comment on the innovative design greatly improved the final outcome of our project.,그녀의 자세한 언급이 혁신적인 디자인 덕분에 우리 프로젝트의 최종 결과가 크게 향상되었어요.,TRUE,,,
중고등1200,1037,중1,6,communicate,의사 소통하다,1,동사,3003,17083,[kəmjú:nəkèit],I always communicate clearly with all my international colleagues during important team meetings twice weekly.,저는 항상 중요한 팀 미팅 중에 모든 국제 동료들과 명확하게 의사 소통해요.,TRUE,,,
중고등1200,1038,중1,6,communicate,전달하다,1,동사,4398,4960,[kəmjú:nəkèit],The teacher communicated the lesson details clearly to the eager students in the busy classroom.,선생님은 분주한 교실에서 열정적인 학생들에게 수업 내용을 명확하게 전달했어요.,TRUE,,,
중고등1200,1039,중1,6,communicate,연락하다,1,동사,13741,19528,[kəmjú:nəkèit],I regularly try to communicate clearly with my colleagues through emails and informative weekly meetings.,나는 정기적으로 이메일과 유익한 주간 회의를 통해 동료들과 명확하게 연락하려고 해요.,TRUE,,,
중고등1200,1040,중1,6,complain,불평하다,1,동사,8136,2650,[kəmpléin],She tends to complain frequently about the unavoidable long delays and minor issues at work.,그녀는 직장에서 피할 수 없는 긴 지연과 사소한 문제들에 대해 자주 불평해요.,TRUE,,,
중고등1200,1041,중1,6,complete,완전한,3,형용사,2468,17085,[kəmplí:t],The architect designed a complete modern skyscraper that included every essential detail for urban living.,건축가는 도시 생활에 필요한 모든 중요한 세부사항을 포함한 완전한 현대식 초고층 건물을 설계했어요.,TRUE,,,
중고등1200,1042,중1,6,concert,콘서트,2,명사,378,4453,[kάnsəːrt],The concert was an unforgettable experience that brought together talented musicians from around the country.,그 콘서트는 전국에서 모인 재능 있는 음악가들이 함께한 잊지 못할 경험이었어요.,TRUE,,,
중고등1200,1043,중1,6,concert,"협력,협조",2,명사,8496,22650,[kάnsəːrt],They all acted in concert to build a strong team for the upcoming community project.,그들은 다가오는 지역 프로젝트를 위해 굳건한 팀을 만들기 위해 협력했어요.,TRUE,,,
중고등1200,1044,중1,6,concert,연주회,2,명사,10266,17087,[kάnsəːrt],"After months of preparation, the young musicians performed a mesmerizing concert that captivated every listener.",몇 달의 준비 후 젊은 음악가들이 모든 청중을 사로잡은 감동적인 연주회를 선보였어요.,TRUE,,,
중고등1200,1045,중1,6,contest,"경연대회,시합",2,명사,6557,16779,[kάntest],The annual art contest successfully brought together creative young talents and passionate professional local artists.,매년 열리는 미술 경연대회는 창의적인 젊은 인재와 열정적인 전문 지역 예술가들을 성공적으로 모았어요.,TRUE,,,
중고등1200,1046,중1,6,contest,"경쟁,경연대회,시합",2,명사,7854,453,[kάntest],"The highly competitive contest showcased vibrant talents, as all participants performed brilliantly in the event.",매우 경쟁적인 경연대회에서 모든 참가자들이 인상적으로 공연하며 뛰어난 재능을 선보였어요.,TRUE,,,
중고등1200,1047,중1,6,copy,"베끼다,복사하다",1,동사,1506,21500,[kápi],"Every afternoon, I carefully copy my lecture notes by hand to ensure accuracy on exams.","매일 오후, 저는 강의 노트를 손으로 베껴 시험 대비를 위해 정확하게 기록해요.",TRUE,,,
중고등1200,1048,중1,6,copy,따라 하다,1,동사,8514,21319,[kápi],My little brother always seems to copy my every movement when we play board games together.,내 동생은 우리가 보드 게임을 할 때마다 내 모든 동작을 따라 하려고 해요.,TRUE,,,
중고등1200,1049,중1,6,copy,"복사(본),(책 등의) 한 부",2,명사,1695,2818,[kápi],I requested the librarian to provide a copy of the ancient manuscript for my study.,저는 도서관 사서님께서 제 연구를 위해 고서의 한 부를 제공해 주실 것을 요청했어요.,TRUE,,,
중고등1200,1050,중1,6,correct,고치다,1,동사,1984,18287,[kərékt],I had to correct the error in the document after discovering a serious typographical mistake.,"문서에서 심각한 오타를 발견한 후, 오류를 고쳐야 했어요.",TRUE,,,
중고등1200,1051,중1,6,correct,올바른,3,형용사,2459,4062,[kərékt],"The correct and careful procedure was followed, ensuring that every necessary step met required standards.","올바르고 신중한 절차가 따랐으며, 모든 필요한 단계가 요구된 기준을 충족시켰어요.",TRUE,,,
중고등1200,1052,중1,6,cottage,오두막집,2,명사,2438,4029,[kátidʒ],The quaint cottage on the picturesque little hill offered a charming retreat from everyday chaos.,그 작은 언덕 위의 아기자기한 오두막집은 일상의 혼돈에서 벗어난 멋진 휴식을 제공했어요.,TRUE,,,
중고등1200,1053,중1,6,cotton,솜,2,명사,1949,3218,[kátn],The soft cotton fabric was chosen by the designer to create elegant and comfortable clothing.,부드러운 솜 천은 디자이너에 의해 우아하고 편안한 의상을 만들기 위해 선택되었어요.,TRUE,,,
중고등1200,1054,중1,6,cotton,면,2,명사,13020,18961,[kátn],The soft cotton fabric made the gorgeous summer dress comfortable and stylish for any outing.,부드러운 면 소재는 화려한 여름 드레스를 편안하고 멋지게 만들어줬어요.,TRUE,,,
중고등1200,1055,중1,6,cough,기침하다,1,동사,626,30571,[kɔːf],He started to cough violently during the long meeting because of the unexpectedly cold air.,그는 예상치 못한 찬 공기 때문에 긴 회의 중에 격렬하게 기침하기 시작했어요.,TRUE,,,
중고등1200,1056,중1,6,cough,기침,2,명사,626,989,[kɔ́:f],"My persistent cough unexpectedly prevented me from enjoying conversations, so I visited the doctor today.",나의 지속적인 기침 때문에 대화를 즐길 수 없어서 오늘 의사를 방문했어요.,TRUE,,,
중고등1200,1057,중1,6,count,세다,1,동사,1868,3118,[káunt],I must count every item in the inventory to ensure accuracy before submitting the report.,보고서를 제출하기 전에 재고 목록의 모든 물품을 정확하게 세어야 해요.,TRUE,,,
중고등1200,1058,중1,6,count,중요하다,1,동사,9542,18289,[káunt],Every careful decision you make counts in securing an exceptionally fulfilling future for your family.,당신이 내리는 모든 신중한 결정은 가족을 위한 매우 만족스러운 미래를 확보하는 데 중요해요.,TRUE,,,
중고등1200,1059,중1,6,count,"계산,총계",2,명사,3450,22698,[káunt],I carefully recorded and computed the count of students present during the lively school assembly.,나는 활기찬 학교 집회 동안 참석한 학생들의 총계를 신중하게 기록하고 계산했어요.,TRUE,,,
중고등1200,1060,중1,6,create,창조하다,1,동사,5567,5634,[kriéit],Artists and engineers collaborate daily to create innovative solutions that transform ordinary ideas into masterpieces.,예술가와 기술자들이 매일 모여 독창적인 해결책을 창조하며 평범한 아이디어를 걸작으로 바꾸어요.,TRUE,,,
중고등1200,1061,중1,6,create,"창조하다,만들다",1,동사,5567,28367,[kriéit],The diligent artist decided to create a masterpiece by mixing traditional and modern techniques boldly.,성실한 예술가는 전통과 현대 기법을 대담하게 혼합하여 걸작을 창조했어요.,TRUE,,,
중고등1200,1062,중1,6,crime,범죄,2,명사,1440,2334,[kráim],The police launched a thorough investigation after discovering a serious crime in the downtown area.,경찰은 도심에서 심각한 범죄를 발견한 후 철저한 수사를 시작했어요.,TRUE,,,
중고등1200,1063,중1,6,criminal,"범죄의,범죄자",2,명사,4111,6813,[krímənl],The notorious criminal escaped from the heavily guarded prison in a daring midnight robbery attempt.,저명한 범죄자가 보안이 철저한 감옥에서 대담한 밤의 강도 사건 중 탈출했어요.,TRUE,,,
중고등1200,1064,중1,6,cure,치료하다,1,동사,3501,5823,[kjúər],The brilliant scientist worked diligently to cure the rapidly spreading disease that had affected many regions.,그 뛰어난 과학자는 빠르게 퍼진 질병을 치료하기 위해 열심히 노력했어요.,TRUE,,,
중고등1200,1065,중1,6,cure,"치료법,치료제",2,명사,8452,25915,[kjúər],Researchers discovered a new cure that may provide a safe and effective treatment for patients.,연구자들이 새로운 치료법을 발견해서 환자들에게 안전하고 효과적인 치료를 제공할 수 있을지도 몰라요.,TRUE,,,
중고등1200,1066,중1,6,curious,"호기심이 강한,궁금한",3,형용사,3875,6435,[kjʊriəs],"The curious child eagerly explored the newly built playground, asking many thoughtful questions during play.",호기심이 강한 아이가 새로 지어진 놀이터를 열심히 탐험하며 놀이 중에 많은 생각 있는 질문들을 했어요.,TRUE,,,
중고등1200,1067,중1,6,cute,귀여운,3,형용사,5146,14448,[kjú:t],"The kitten's playful antics made it look incredibly cute, and everyone truly smiled at it.",그 아기 고양이의 장난꾸러기 행동 덕분에 정말 귀여워 보여서 모두가 웃었어요.,TRUE,,,
중고등1200,1068,중1,6,decorate,"장식하다,꾸미다",1,동사,2941,4857,[dékərèit],"I decided to decorate my living room with colorful paintings, vibrant ornaments, and antique furniture.","내 거실을 화려한 그림과 생동감 있는 장식품, 그리고 앤티크 가구로 꾸몄어요.",TRUE,,,
중고등1200,1069,중1,6,decorate,수여하다,1,동사,10835,22743,[dékərèit],The king decided to decorate the brave soldier with a shining medal for his gallantry.,왕은 그의 용감함을 인정하여 빛나는 메달을 수여하기로 결정했어요.,TRUE,,,
중고등1200,1070,중1,6,degree,(각도 단위) ~도,2,명사,115,16788,[digrí:],The engineer measured the angle precisely as 30 degrees using a reliable protractor during the experiment.,실험 중에 그 엔지니어는 신뢰할 수 있는 각도기를 사용하여 정확하게 30도의 각도를 재었어요.,TRUE,,,
중고등1200,1071,중1,6,degree,(온도 단위) 도,2,명사,932,1480,[digrí:],The thermometer outside still indicated a degree significantly higher than any of us had expected.,밖에 있는 온도계가 우리 모두가 예상하지 못한 정도의 높은 도를 보여줬어요.,TRUE,,,
중고등1200,1072,중1,6,degree,정도,2,명사,3062,18313,[digrí:],The room temperature rose to a degree high enough to completely melt the wax sculpture.,방 온도가 너무 높은 정도로 상승해서 왁스 조각이 완전히 녹았어요.,TRUE,,,
중고등1200,1073,중1,6,degree,학위,2,명사,4403,17107,[digrí:],"After several long years of study, he earned his degree in economics from Harvard University.",긴 공부 기간 끝에 그는 하버드 대학교에서 경제학 학위를 취득했어요.,TRUE,,,
중고등1200,1074,중1,6,degree,등급,2,명사,15238,21861,[digrí:],Every student receives a degree indicating their excellent level of knowledge on the final exam.,모든 학생들은 기말 시험에서 자신의 뛰어난 지식 등급을 입증하는 결과를 받았어요.,TRUE,,,
중고등1200,1075,중1,6,dentist,치과의사,2,명사,3498,5816,[déntist],The experienced dentist carefully examined my teeth and offered gentle advice during my regular visit.,경험 많은 치과의사가 제 치아를 신중하게 검사하고 정기적인 방문 중에 친절한 조언을 해주셨어요.,TRUE,,,
중고등1200,1076,중1,6,desert,한산하다,1,동사,8528,19917,[dɪzə́rt],"After the rain stopped, tourists quickly desert the crowded beach, leaving it calm and peaceful.","비가 멈춘 후, 관광객들이 붐비던 해변을 빠르게 떠나서 그곳이 차분하고 평화롭게 되었어요.",TRUE,,,
중고등1200,1077,중1,6,desert,버리다,1,동사,16118,16790,[dɪzə́rt],"Under stressful conditions, the soldier chose to desert his team, leaving them helpless during battle.",힘든 상황에서 그 병사는 전투 중에 팀을 버리고 동료들을 무력하게 만들었어요.,TRUE,,,
중고등1200,1078,중1,6,desert,사막,2,명사,2356,2811,[dézərt],"The vast desert stretched endlessly beyond the town, revealing ancient secrets under the scorching sun.","광활한 사막은 마을 너머로 끝없이 뻗어 있었고, 타는 듯한 태양 아래 고대의 비밀을 드러내었어요.",TRUE,,,
중고등1200,1079,중1,6,destroy,파괴하다,1,동사,8111,6031,[distrɔ́i],The furious storm can destroy fragile coastal homes with its overwhelming force and heavy rain.,그 격렬한 폭풍은 강력한 힘과 많은 비로 해안가의 연약한 집들을 파괴할 수 있어요.,TRUE,,,
중고등1200,1080,중1,6,detail,상세히 알리다,1,동사,1874,30875,"[ditéil, díːteil]","During the meeting, the manager took time to detail every step of the complex project carefully.","회의 도중, 매니저는 복잡한 프로젝트의 모든 단계를 신중하게 상세히 알렸어요.",TRUE,,,
중고등1200,1081,중1,6,detail,세부 사항,2,명사,1873,3125,[dí:teil],The experienced architect reviewed every detail before presenting the innovative blueprint to the construction team.,경험 많은 건축가는 시공팀에게 혁신적인 청사진을 제시하기 전에 모든 세부 사항을 꼼꼼히 검토했어요.,TRUE,,,
중고등1200,1082,중1,6,detail,자세한,3,형용사,1873,17112,[dí:teil],The detailed instructions in the guide helped the travelers navigate the unfamiliar city's labyrinth effectively.,가이드에 나온 자세한 설명들이 여행자들이 낯선 도시의 미로를 효과적으로 헤쳐 나가는 데 큰 도움이 되었어요.,TRUE,,,
중고등1200,1083,중1,6,diary,일기,2,명사,10714,4650,[dáiəri],"Every evening, I write about daily experiences in my little leather-bound diary during quiet solitude.","매일 저녁, 조용한 시간 속에서 작은 가죽 일기에 오늘 있었던 일들을 기록했어요.",TRUE,,,
중고등1200,1084,중1,6,dictionary,사전,2,명사,14796,2843,[díkʃənèri],I checked the dictionary to understand every unusual word that appeared in the book today.,오늘 책에서 보이는 모든 낯선 단어의 뜻을 알아보기 위해 사전을 찾아봤어요.,TRUE,,,
중고등1200,1085,중1,6,dirty,더러운,3,형용사,7976,1462,[də́:rti],"The dirty cat left large muddy footprints on the carpet, which ruined the clean decor.",더러운 고양이가 카펫 위에 큰 진흙 발자국을 남겨 깨끗한 장식을 망쳤어요.,TRUE,,,
중고등1200,1086,중1,6,disappear,사라지다,1,동사,1687,2795,[dìsəpíər],"At the magic show, the talented magician made the rabbit suddenly disappear before the excited audience.",마술쇼에서 재능 있는 마술사가 토끼를 갑자기 사라지게 만들어서 흥분된 관객 앞에서 공연했어요.,TRUE,,,
중고등1200,1087,중1,6,dish,"음식,요리",2,명사,2672,16793,[díʃ],The restaurant served an exquisite dish that combined global flavors and truly impressed every guest.,그 식당은 다양한 세계 풍미가 결합된 훌륭한 음식을 제공하며 모든 손님을 진심으로 감동시켰어요.,TRUE,,,
중고등1200,1088,중1,6,dish,요리,2,명사,2672,28328,[diʃ],"The talented chef prepared a mouthwatering dish, blending fresh ingredients to create a memorable flavor.",재능 있는 요리사가 신선한 재료를 조합하여 잊을 수 없는 맛의 멋진 요리를 준비했어요.,TRUE,,,
중고등1200,1089,중1,6,dish,접시,2,명사,3054,5054,[díʃ],I placed the beautifully decorated dish on the dining table before serving a delightful meal.,나는 아름답게 장식된 접시를 식탁 위에 올려 맛있는 식사를 내놓기 전에 준비했어요.,TRUE,,,
중고등1200,1090,중1,6,dive,"잠수하다,뛰어들다,하강하다",1,동사,1076,1713,[dáiv],"During our thrilling adventure, I decided to dive confidently into dangerous, mysterious waters for discovery.","우리의 짜릿한 모험 도중에, 나는 두려움 없이 위험하고 신비로운 물속으로 잠수하기로 결정했어요.",TRUE,,,
중고등1200,1091,중1,6,dive,"다이빙,잠수",2,명사,6383,28678,[daiv],"During the competition, his daring dive from the high platform amazed both audience and judges.",대회 도중 그의 대담한 다이빙은 높은 다이빙대에서 관객과 심사위원 모두를 놀라게 했어요.,TRUE,,,
중고등1200,1092,중1,6,dolphin,돌고래,2,명사,5298,9757,[dálfin],A playful dolphin jumped gracefully above the boat while excited tourists watched its acrobatic leaps.,"밝고 장난기 많은 돌고래가 보트 위로 우아하게 뛰어올랐고, 신난 관광객들이 그 곡예 같은 도약을 지켜봤어요.",TRUE,,,
중고등1200,1093,중1,6,donate,"헌혈하다,(장기를) 기증하다",1,동사,6235,26131,[dóuneit],Caring volunteers readily donate blood or organs generously to help save people's lives every day.,배려심 깊은 봉사자들이 매일 혈액이나 장기를 자발적으로 기증해 사람들의 생명을 구하는 데 힘쓰고 있어요.,TRUE,,,
중고등1200,1094,중1,6,donate,기부하다,1,동사,9964,951,[dóuneit],"Every year, many generous people willingly choose to donate money to help those in need.",매년 많은 후한 사람들이 어려움에 처한 이들을 돕기 위해 기꺼이 기부해요.,TRUE,,,
중고등1200,1095,중1,6,dust,(가루를) 흩뿌리다,1,동사,1159,27383,[dʌst],I dust the cake with powdered sugar and decorate it carefully before serving my friends.,저는 케이크에 가루 설탕을 흩뿌려서 정성스럽게 꾸며 친구들에게 내어줬어요.,TRUE,,,
중고등1200,1096,중1,6,dust,먼지,2,명사,1159,1867,[dʌ́st],"While cleaning my room late Sunday, I noticed tiny dust motes swirling in the bright sunlight.",일요일 늦은 오후 방을 청소하다가 밝은 햇빛 속에 작은 먼지 입자가 떠다니는 것을 발견했어요.,TRUE,,,
중고등1200,1097,중1,6,each,각각의,5,대명사,114,138,[í:ʧ],"Each student in the classroom received a unique assignment, which helped them understand the subject.",각각의 학생이 교실에서 독특한 과제를 받아 주제를 잘 이해할 수 있도록 했어요.,TRUE,,,
중고등1200,1098,중1,6,earn,"(자격을) 얻다,받다",1,동사,4025,21895,[ə́:rn],"After completing countless tests and courses, he finally worked hard to earn an important certification.","수많은 시험과 과정을 마친 후, 그는 결국 중요한 자격을 얻기 위해 열심히 노력했어요.",TRUE,,,
중고등1200,1099,중1,6,earn,벌다,1,동사,8254,2325,[ə́:rn],She tirelessly worked every day to earn a sufficient income for her family's future stability.,그녀는 매일 밤낮으로 열심히 일하여 가족의 미래 안정을 위해 충분한 소득을 벌었어요.,TRUE,,,
중고등1200,1100,중1,6,easy,쉬운,3,형용사,2011,3314,[í:zi],Completing the simple assignment felt so easy that even my friends quickly finished their tasks.,간단한 과제를 끝내는 것이 너무 쉬워서 친구들마저 빨리 일을 마쳤어요.,TRUE,,,
중고등1200,1101,중1,6,easy,편한,3,형용사,8466,21506,[í:zi],The instructions were so easy to follow that even beginners felt extremely comfortable doing it.,지시사항들이 따라하기 너무 쉬워서 초보자들도 매우 편하게 작업할 수 있었어요.,TRUE,,,
중고등1200,1102,중1,6,edit,편집하다,1,동사,3676,6085,[édit],I always carefully edit my articles to ensure every sentence is perfectly structured before publishing.,저는 항상 제 기사를 꼼꼼히 편집해 모든 문장이 완벽하게 구성되었는지 확인해요.,TRUE,,,
중고등1200,1103,중1,6,effect,영향을 미치다,1,동사,8352,17128,[ifékt],The newly enacted policy is expected to effect considerable growth in several major industries nationwide.,새로 시행된 정책은 여러 주요 산업에서 상당한 성장을 가져올 것으로 예상해요.,TRUE,,,
중고등1200,1104,중1,6,effect,"영향,효과",2,명사,3954,6574,[ifékt],The unexpected event had a profound effect on the local community's daily routines and lifestyle.,예상치 못한 사건이 지역 사회의 일상과 생활 방식에 깊은 영향을 미쳤어요.,TRUE,,,
중고등1200,1105,중1,6,effect,"결과,영향",2,명사,7843,25992,[ifékt],The intense sunlight had a noticeable effect on the fading color of my old car.,강렬한 햇빛이 내 오래된 자동차의 색 바램에 뚜렷한 영향을 미쳤어요.,TRUE,,,
중고등1200,1106,중1,6,effect,느낌,2,명사,15000,22872,[ifékt],The dramatic change in lighting produced a noticeable effect that significantly improved everyone’s overall mood.,극적인 조명 변화가 모두의 전반적인 기분을 크게 개선하는 느낌을 주었어요.,TRUE,,,
중고등1200,1107,중1,6,either,역시,4,부사,938,18362,[í:ðər],"I did not enjoy the movie, and my friend didn't either, confirming our shared disappointment.","나는 그 영화를 즐기지 못했고, 내 친구도 역시 즐기지 못했음을 확인했어요.",TRUE,,,
중고등1200,1108,중1,6,either,(부정문에서)~도(또한/역시),4,부사,2270,25640,[í:ðər],I did not choose this option because I honestly did not enjoy its taste either.,"나는 이 옵션을 선택하지 않았어요, 왜냐하면 솔직히 그 맛도 즐기지 않았어요.",TRUE,,,
중고등1200,1109,중1,6,either,어느 한쪽의,5,대명사,793,3725,[í:ðər],You can choose either the red apple or the green apple when making your meal.,요리할 때 빨간 사과나 초록 사과 중 어느 한쪽을 선택할 수 있어요.,TRUE,,,
중고등1200,1110,중1,6,else,그밖에,4,부사,10619,853,[éls],"I invited several friends for dinner last night, but no one else wished to attend.","저는 어젯밤 여러 친구들을 저녁 식사에 초대했지만, 그밖에 참석하고 싶은 사람이 없었어요.",TRUE,,,
중고등1200,1111,중1,6,enemy,적,2,명사,2987,4922,[énəmi],The brave soldier valiantly defeated his powerful enemy despite overwhelming odds during the intense battle.,그 용감한 병사는 치열한 전투 중 압도적인 역경에도 불구하고 강력한 적을 용맹하게 물리쳤어요.,TRUE,,,
중고등1200,1112,중1,6,engineer,"기사,공학자",2,명사,609,959,[èndʒiníər],"The skilled engineer meticulously designed an innovative bridge using advanced techniques, addressing every technical challenge.",숙련된 공학자는 첨단 기술을 활용하여 혁신적인 다리를 세심하게 설계하며 모든 기술 난제를 해결했어요.,TRUE,,,
중고등1200,1113,중1,6,enjoy,즐기다,1,동사,8413,5398,[indʒɔ́i],I always enjoy spending quiet evenings reading books and appreciating the calm beauty of nature.,나는 조용한 자연의 아름다움을 감상하며 책을 읽는 저녁 시간을 늘 즐기고 있어요.,TRUE,,,
중고등1200,1114,중1,6,envelope,봉투,2,명사,1519,2480,[énvəlòup],I mailed an important letter in a small envelope that held all my secret notes.,나는 중요한 편지를 보내기 위해 작은 봉투를 사용했어요.,TRUE,,,
중고등1200,1115,중1,6,even,평평한,3,형용사,3686,6104,[í:vən],"The carpenter carefully sanded the old wood until it had an even, perfectly smooth finish.",목수가 오래된 나무를 정성스럽게 갈아서 균일하고 완벽하게 매끄러운 마감을 완성했어요.,TRUE,,,
중고등1200,1116,중1,6,even,짝수의,3,형용사,6470,25243,[íːvən],"In our math class, we learned how to add even numbers in various complex equations.",수학 시간에 우리는 다양한 복잡한 방정식에서 짝수의 숫자들을 더하는 방법을 배웠어요.,TRUE,,,
중고등1200,1117,중1,6,even,"~조차도,심지어 ~하기까지도",4,부사,6743,5230,[í:vən],"I truly enjoy modern music, even when the sound becomes unexpectedly loud during lively concerts.","나는 현대 음악을 정말 좋아해요, 심지어 라이브 콘서트에서 소리가 예상보다 크게 들릴 때도 있어요.",TRUE,,,
중고등1200,1118,중1,6,even,심지어,4,부사,6743,31092,[íːvən],"Even though the weather was incredibly awful, we decided to go hiking in the mountains.","날씨가 믿을 수 없을 정도로 나빴음에도 불구하고, 산으로 하이킹을 가기로 결정했어요.",TRUE,,,
중고등1200,1119,중1,6,even,훨씬,4,부사,7763,17136,[í:vən],She worked even harder because she wanted to make a significant impact on the project.,그녀는 프로젝트에 긍정적인 영향을 주기 위해 훨씬 더 열심히 일했어요.,TRUE,,,
중고등1200,1120,중1,6,event,행사,2,명사,1674,2778,[ivént],The vibrant annual street fair is a well-organized event that brings together the entire community.,활기찬 연례 거리 축제는 전체 주민들을 한데 모으는 잘 조직된 행사였어요.,TRUE,,,
중고등1200,1121,중1,6,event,"대회,경기",2,명사,12979,19556,[ivént],The annual sports event attracted participants from around the world who competed fiercely for victory.,연례 스포츠 대회는 전 세계의 참가자들이 치열하게 경쟁한 경기였어요.,TRUE,,,
중고등1200,1122,중1,6,except,제외하고는,6,전치사,2664,4434,[iksépt],Everyone in the school faithfully attended the annual celebration except one student who left early.,"학교의 모든 학생은 연례 축제에 성실히 참석했어요, 단 한 학생은 일찍 떠났어요.",TRUE,,,
중고등1200,1123,중1,6,excuse,용서하다,1,동사,8292,16808,[ikskjú:z],"I kindly excuse my friend for the mistake, understanding that everyone deserves a second chance.","나는 모든 사람이 두 번째 기회를 받을 자격이 있다는 것을 이해하며, 내 친구의 실수를 용서해줬어요.",TRUE,,,
중고등1200,1124,중1,6,excuse,양해를 구하다,1,동사,16158,25645,[ikskjú:s],I must excuse my delayed email because an unexpected problem prevented me from replying immediately.,저는 예기치 않은 문제로 인해 즉시 답장할 수 없어서 양해를 구했어요.,TRUE,,,
